image_file,correct_emotion,thisN,thisTrialN,thisRepN,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
faces/168_m_f_s_a.jpg,sadness,0,0,0,0,0,0,70,,,,,,,,,,,
