thisRow.t,notes,introduction.started,introduction_text.started,btn_start.started,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,0.00796519999857992,0.012112899974454194,0.012112899974454194,,,,,,,,,
