image_file,correct_emotion,thisN,thisTrialN,thisRepN,btn_anger.numClicks,btn_anger.timesOn,btn_anger.timesOff,btn_disgust.numClicks,btn_disgust.timesOn,btn_disgust.timesOff,btn_fear.numClicks,btn_fear.timesOn,btn_fear.timesOff,btn_happiness.numClicks,btn_happiness.timesOn,btn_happiness.timesOff,btn_neutrality.numClicks,btn_neutrality.timesOn,btn_neutrality.timesOff,btn_sadness.numClicks,btn_sadness.timesOn,btn_sadness.timesOff,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,introduction.started,introduction_text.started,btn_start.started,introduction.stopped,btn_start.numClicks,btn_start.timesOn,btn_start.timesOff,trial.started,imageStim.started,btn_anger.started,btn_disgust.started,btn_fear.started,btn_happiness.started,btn_neutrality.started,btn_sadness.started,imageStim.stopped,trial.stopped,trials.btn_anger.numClicks,trials.btn_anger.timesOn,trials.btn_anger.timesOff,clickedEmotion,correct,trials.btn_disgust.numClicks,trials.btn_disgust.timesOn,trials.btn_disgust.timesOff,trials.btn_fear.numClicks,trials.btn_fear.timesOn,trials.btn_fear.timesOff,trials.btn_happiness.numClicks,trials.btn_happiness.timesOn,trials.btn_happiness.timesOff,trials.btn_neutrality.numClicks,trials.btn_neutrality.timesOn,trials.btn_neutrality.timesOff,trials.btn_sadness.numClicks,trials.btn_sadness.timesOn,trials.btn_sadness.timesOff,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.007253599993418902,0.014939799992134795,0.014939799992134795,4.678154299996095,1,[4.663015500002075],[4.663020399981178],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pilot,001,2025-12-05_13h19.55.945,faces_experiment,,2025.1.1,None,2025-12-05 13h19.58.994755 +0100,
faces/066_y_m_h_b.jpg,happiness,0,0,0,0,,,1,[0.6604995000234339],[0.6605025000171736],0,,,0,,,0,,,0,,,0,0,0,19,4.798562300013145,,,,,,,,,4.772213999996893,4.798562300013145,4.798562300013145,4.798562300013145,4.798562300013145,4.798562300013145,4.798562300013145,4.798562300013145,5.05598919998738,5.459421200008364,0,,,disgust,0,1,[0.6604995000234339],[0.6605025000171736],0,,,0,,,0,,,0,,,pilot,001,2025-12-05_13h19.55.945,faces_experiment,,2025.1.1,None,2025-12-05 13h19.58.994755 +0100,
faces/079_o_f_f_b.jpg,fear,1,1,0,0,,,1,[0.06848759998683818],[0.06849049997981638],0,,,0,,,0,,,0,,,0,1,1,29,5.558721900015371,,,,,,,,,5.544330400007311,5.558721900015371,5.558721900015371,5.558721900015371,5.558721900015371,5.558721900015371,5.558721900015371,5.558721900015371,,5.627563399990322,0,,,disgust,0,1,[0.06848759998683818],[0.06849049997981638],0,,,0,,,0,,,0,,,pilot,001,2025-12-05_13h19.55.945,faces_experiment,,2025.1.1,None,2025-12-05 13h19.58.994755 +0100,
faces/116_m_m_s_a.jpg,sadness,2,2,0,0,,,1,[0.06020459998399019],[0.06020749997696839],0,,,0,,,0,,,0,,,0,2,2,46,5.711860000010347,,,,,,,,,5.701866899995366,5.711860000010347,5.711860000010347,5.711860000010347,5.711860000010347,5.711860000010347,5.711860000010347,5.711860000010347,,5.772409299999708,0,,,disgust,0,1,[0.06020459998399019],[0.06020749997696839],0,,,0,,,0,,,0,,,pilot,001,2025-12-05_13h19.55.945,faces_experiment,,2025.1.1,None,2025-12-05 13h19.58.994755 +0100,
faces/079_o_f_n_a.jpg,neutrality,3,3,0,0,,,1,[0.034192999999504536],[0.03419659999781288],0,,,0,,,0,,,0,,,0,3,3,32,5.863526500004809,,,,,,,,,5.853188200009754,5.863526500004809,5.863526500004809,5.863526500004809,5.863526500004809,5.863526500004809,5.863526500004809,5.863526500004809,,5.8980491000111215,0,,,disgust,0,1,[0.034192999999504536],[0.03419659999781288],0,,,0,,,0,,,0,,,pilot,001,2025-12-05_13h19.55.945,faces_experiment,,2025.1.1,None,2025-12-05 13h19.58.994755 +0100,
faces/066_y_m_n_b.jpg,neutrality,4,4,0,0,,,1,[0.06862209999235347],[0.06862509998609312],0,,,0,,,0,,,0,,,0,4,4,21,5.989382800005842,,,,,,,,,5.975978300004499,5.989382800005842,5.989382800005842,5.989382800005842,5.989382800005842,5.989382800005842,5.989382800005842,5.989382800005842,,6.058316999988165,0,,,disgust,0,1,[0.06862209999235347],[0.06862509998609312],0,,,0,,,0,,,0,,,pilot,001,2025-12-05_13h19.55.945,faces_experiment,,2025.1.1,None,2025-12-05 13h19.58.994755 +0100,
faces/168_m_f_a_b.jpg,anger,5,5,0,0,,,1,[0.06747889998950996],[0.0674820999847725],0,,,0,,,0,,,0,,,0,5,5,61,6.143250299995998,,,,,,,,,6.133388399990508,6.143250299995998,6.143250299995998,6.143250299995998,6.143250299995998,6.143250299995998,6.143250299995998,6.143250299995998,,6.211193600000115,0,,,disgust,0,1,[0.06747889998950996],[0.0674820999847725],0,,,0,,,0,,,0,,,pilot,001,2025-12-05_13h19.55.945,faces_experiment,,2025.1.1,None,2025-12-05 13h19.58.994755 +0100,
faces/140_y_f_a_b.jpg,anger,6,6,0,0,,,1,[0.011002499988535419],[0.01100529998075217],0,,,0,,,0,,,0,,,0,6,6,49,6.303219299996272,,,,,,,,,6.2933897000039,6.303219299996272,6.303219299996272,6.303219299996272,6.303219299996272,6.303219299996272,6.303219299996272,6.303219299996272,,6.314552800002275,0,,,disgust,0,1,[0.011002499988535419],[0.01100529998075217],0,,,0,,,0,,,0,,,pilot,001,2025-12-05_13h19.55.945,faces_experiment,,2025.1.1,None,2025-12-05 13h19.58.994755 +0100,
faces/116_m_m_h_a.jpg,happiness,7,7,0,0,,,1,[0.06779560001450591],[0.06779840000672266],0,,,0,,,0,,,0,,,0,7,7,42,6.399071199994069,,,,,,,,,6.390046100015752,6.399071199994069,6.399071199994069,6.399071199994069,6.399071199994069,6.399071199994069,6.399071199994069,6.399071199994069,,6.467169300012756,0,,,disgust,0,1,[0.06779560001450591],[0.06779840000672266],0,,,0,,,0,,,0,,,pilot,001,2025-12-05_13h19.55.945,faces_experiment,,2025.1.1,None,2025-12-05 13h19.58.994755 +0100,
faces/116_m_m_a_a.jpg,anger,8,8,0,0,,,1,[0.07468530000187457],[0.07468799999332987],0,,,0,,,0,,,0,,,0,8,8,36,6.55901240001549,,,,,,,,,6.541193500015652,6.55901240001549,6.55901240001549,6.55901240001549,6.55901240001549,6.55901240001549,6.55901240001549,6.55901240001549,,6.6340087999997195,0,,,disgust,0,1,[0.07468530000187457],[0.07468799999332987],0,,,0,,,0,,,0,,,pilot,001,2025-12-05_13h19.55.945,faces_experiment,,2025.1.1,None,2025-12-05 13h19.58.994755 +0100,
faces/140_y_f_n_b.jpg,neutrality,9,9,0,0,,,1,[0.05459839999093674],[0.05460120001225732],0,,,0,,,0,,,0,,,0,9,9,57,6.72569290001411,,,,,,,,,6.714345199987292,6.72569290001411,6.72569290001411,6.72569290001411,6.72569290001411,6.72569290001411,6.72569290001411,6.72569290001411,,6.780651900015073,0,,,disgust,0,1,[0.05459839999093674],[0.05460120001225732],0,,,0,,,0,,,0,,,pilot,001,2025-12-05_13h19.55.945,faces_experiment,,2025.1.1,None,2025-12-05 13h19.58.994755 +0100,
faces/066_y_m_f_b.jpg,fear,10,10,0,0,,,1,[0.11689810000825673],[0.11690110000199638],0,,,0,,,0,,,0,,,0,10,10,17,6.864608200005023,,,,,,,,,6.85490249999566,6.864608200005023,6.864608200005023,6.864608200005023,6.864608200005023,6.864608200005023,6.864608200005023,6.864608200005023,,6.981813199992757,0,,,disgust,0,1,[0.11689810000825673],[0.11690110000199638],0,,,0,,,0,,,0,,,pilot,001,2025-12-05_13h19.55.945,faces_experiment,,2025.1.1,None,2025-12-05 13h19.58.994755 +0100,
faces/004_o_m_s_a.jpg,sadness,11,11,0,0,,,1,[0.05252399999881163],[0.05252749999635853],0,,,0,,,0,,,0,,,0,11,11,10,7.068226500006858,,,,,,,,,7.057344100001501,7.068226500006858,7.068226500006858,7.068226500006858,7.068226500006858,7.068226500006858,7.068226500006858,7.068226500006858,,7.121085199993104,0,,,disgust,0,1,[0.05252399999881163],[0.05252749999635853],0,,,0,,,0,,,0,,,pilot,001,2025-12-05_13h19.55.945,faces_experiment,,2025.1.1,None,2025-12-05 13h19.58.994755 +0100,
faces/116_m_m_n_b.jpg,neutrality,12,12,0,0,,,1,[0.07226030001766048],[0.07226350001292303],0,,,0,,,0,,,0,,,0,12,12,45,7.207360000000335,,,,,,,,,7.196584999997867,7.207360000000335,7.207360000000335,7.207360000000335,7.207360000000335,7.207360000000335,7.207360000000335,7.207360000000335,,7.279972399992403,0,,,disgust,0,1,[0.07226030001766048],[0.07226350001292303],0,,,0,,,0,,,0,,,pilot,001,2025-12-05_13h19.55.945,faces_experiment,,2025.1.1,None,2025-12-05 13h19.58.994755 +0100,
faces/066_y_m_a_b.jpg,anger,13,13,0,0,,,1,[0.09440250002080575],[0.0944053000130225],0,,,0,,,0,,,0,,,0,13,13,13,7.3658894000109285,,,,,,,,,7.356627100001788,7.3658894000109285,7.3658894000109285,7.3658894000109285,7.3658894000109285,7.3658894000109285,7.3658894000109285,7.3658894000109285,,7.460633999988204,0,,,disgust,0,1,[0.09440250002080575],[0.0944053000130225],0,,,0,,,0,,,0,,,pilot,001,2025-12-05_13h19.55.945,faces_experiment,,2025.1.1,None,2025-12-05 13h19.58.994755 +0100,
faces/116_m_m_n_a.jpg,neutrality,14,14,0,0,,,1,[0.11584690000745468],[0.11584980000043288],0,,,0,,,0,,,0,,,0,14,14,44,7.54639319999842,,,,,,,,,7.536255100014387,7.54639319999842,7.54639319999842,7.54639319999842,7.54639319999842,7.54639319999842,7.54639319999842,7.54639319999842,,7.66258370000287,0,,,disgust,0,1,[0.11584690000745468],[0.11584980000043288],0,,,0,,,0,,,0,,,pilot,001,2025-12-05_13h19.55.945,faces_experiment,,2025.1.1,None,2025-12-05 13h19.58.994755 +0100,
