image_file,correct_emotion,thisN,thisTrialN,thisRepN,mouseResp.x,mouseResp.y,mouseResp.leftButton,mouseResp.midButton,mouseResp.rightButton,mouseResp.time,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,imageStim.started,mouseResp.started,btn_anger.started,btn_disgust.started,btn_fear.started,btn_happiness.started,btn_neutrality.started,btn_sadness.started,imageStim.stopped,trial.stopped,trials.mouseResp.x,trials.mouseResp.y,trials.mouseResp.leftButton,trials.mouseResp.midButton,trials.mouseResp.rightButton,trials.mouseResp.time,clickedEmotion,correct,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
faces/004_o_m_h_a.jpg,happiness,10,10,0,[],[],[],[],[],[],0,10,10,6,41.054456600002595,,40.95816170000762,41.054456600002595,0.07345930000883527,41.054456600002595,41.054456600002595,41.054456600002595,41.054456600002595,41.054456600002595,41.054456600002595,,40.958625200000824,[],[],[],[],[],[],fear,0,pilot,001,2025-12-04_16h18.04.833,faces_experiment,,2025.1.1,59.38489129598342,2025-12-04 16h18.08.062280 +0100,
faces/004_o_m_f_b.jpg,fear,11,11,0,[np.float64(0.38333333333333336)],[np.float64(-0.24333333333333335)],[1],[0],[0],[0.0361109000077704],0,11,11,5,41.054456600002595,,41.03114839999762,41.054456600002595,0.07250920000660699,41.054456600002595,41.054456600002595,41.054456600002595,41.054456600002595,41.054456600002595,41.054456600002595,,41.06758930000069,[np.float64(0.38333333333333336)],[np.float64(-0.24333333333333335)],[1],[0],[0],[0.0361109000077704],fear,1,pilot,001,2025-12-04_16h18.04.833,faces_experiment,,2025.1.1,59.38489129598342,2025-12-04 16h18.08.062280 +0100,
faces/168_m_f_f_a.jpg,fear,12,12,0,[np.float64(0.38333333333333336)],[np.float64(-0.24333333333333335)],[1],[0],[0],[0.07262080001237337],0,12,12,64,41.16973890000372,,41.14946770000097,41.16973890000372,0.08183680000365712,41.16973890000372,41.16973890000372,41.16973890000372,41.16973890000372,41.16973890000372,41.16973890000372,,41.222438700002385,[np.float64(0.38333333333333336)],[np.float64(-0.24333333333333335)],[1],[0],[0],[0.07262080001237337],fear,1,pilot,001,2025-12-04_16h18.04.833,faces_experiment,,2025.1.1,59.38489129598342,2025-12-04 16h18.08.062280 +0100,
faces/066_y_m_d_a.jpg,disgust,13,13,0,[np.float64(0.38333333333333336)],[np.float64(-0.24333333333333335)],[1],[0],[0],[0.07313790000625886],0,13,13,14,41.31793319999997,,41.29809440000099,41.31793319999997,0.07547599999816157,41.31793319999997,41.31793319999997,41.31793319999997,41.31793319999997,41.31793319999997,41.31793319999997,,41.371562600004836,[np.float64(0.38333333333333336)],[np.float64(-0.24333333333333335)],[1],[0],[0],[0.07313790000625886],fear,0,pilot,001,2025-12-04_16h18.04.833,faces_experiment,,2025.1.1,59.38489129598342,2025-12-04 16h18.08.062280 +0100,
faces/066_y_m_s_b.jpg,sadness,14,14,0,[np.float64(0.38333333333333336)],[np.float64(-0.24333333333333335)],[1],[0],[0],[0.08720219999668188],0,14,14,23,41.4693571000098,,41.44650669999828,41.4693571000098,0.07490479999978561,41.4693571000098,41.4693571000098,41.4693571000098,41.4693571000098,41.4693571000098,41.4693571000098,,41.53405159999966,[np.float64(0.38333333333333336)],[np.float64(-0.24333333333333335)],[1],[0],[0],[0.08720219999668188],fear,0,pilot,001,2025-12-04_16h18.04.833,faces_experiment,,2025.1.1,59.38489129598342,2025-12-04 16h18.08.062280 +0100,
faces/168_m_f_s_a.jpg,sadness,15,15,0,[np.float64(0.38333333333333336)],[np.float64(-0.24333333333333335)],[1],[0],[0],[0.09824069999740459],0,15,15,70,41.620056300002034,,41.60636649999651,41.620056300002034,0.07227550000243355,41.620056300002034,41.620056300002034,41.620056300002034,41.620056300002034,41.620056300002034,41.620056300002034,,41.70493459999852,[np.float64(0.38333333333333336)],[np.float64(-0.24333333333333335)],[1],[0],[0],[0.09824069999740459],fear,0,pilot,001,2025-12-04_16h18.04.833,faces_experiment,,2025.1.1,59.38489129598342,2025-12-04 16h18.08.062280 +0100,
faces/116_m_m_a_a.jpg,anger,16,16,0,[],[],[],[],[],[],0,16,16,36,41.86976450000657,,41.77747180000006,41.86976450000657,0.07249909998790827,41.86976450000657,41.86976450000657,41.86976450000657,41.86976450000657,41.86976450000657,41.86976450000657,,41.777943100009,[],[],[],[],[],[],fear,0,pilot,001,2025-12-04_16h18.04.833,faces_experiment,,2025.1.1,59.38489129598342,2025-12-04 16h18.08.062280 +0100,
faces/116_m_m_h_b.jpg,happiness,17,17,0,[np.float64(0.38333333333333336)],[np.float64(-0.24333333333333335)],[1],[0],[0],[0.024863400001777336],0,17,17,43,41.86976450000657,,41.85951280000154,41.86976450000657,0.08156950000557117,41.86976450000657,41.86976450000657,41.86976450000657,41.86976450000657,41.86976450000657,41.86976450000657,,41.88475540000945,[np.float64(0.38333333333333336)],[np.float64(-0.24333333333333335)],[1],[0],[0],[0.024863400001777336],fear,0,pilot,001,2025-12-04_16h18.04.833,faces_experiment,,2025.1.1,59.38489129598342,2025-12-04 16h18.08.062280 +0100,
faces/004_o_m_d_a.jpg,disgust,18,18,0,[np.float64(0.38333333333333336)],[np.float64(-0.24333333333333335)],[1],[0],[0],[0.11232000000018161],0,18,18,2,41.96953139999823,,41.95621519999986,41.96953139999823,0.0714179999922635,41.96953139999823,41.96953139999823,41.96953139999823,41.96953139999823,41.96953139999823,41.96953139999823,,42.06888400000753,[np.float64(0.38333333333333336)],[np.float64(-0.24333333333333335)],[1],[0],[0],[0.11232000000018161],fear,0,pilot,001,2025-12-04_16h18.04.833,faces_experiment,,2025.1.1,59.38489129598342,2025-12-04 16h18.08.062280 +0100,
faces/168_m_f_f_b.jpg,fear,19,19,0,[np.float64(0.38333333333333336)],[np.float64(-0.24333333333333335)],[1],[0],[0],[0.088128899995354],0,19,19,65,42.1696801000071,,42.1500429000007,42.1696801000071,0.08111009999993257,42.1696801000071,42.1696801000071,42.1696801000071,42.1696801000071,42.1696801000071,42.1696801000071,,42.23850720000337,[np.float64(0.38333333333333336)],[np.float64(-0.24333333333333335)],[1],[0],[0],[0.088128899995354],fear,1,pilot,001,2025-12-04_16h18.04.833,faces_experiment,,2025.1.1,59.38489129598342,2025-12-04 16h18.08.062280 +0100,
