image_file,correct_emotion,thisN,thisTrialN,thisRepN,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,introduction.started,introduction_text.started,btn_start.started,introduction.stopped,btn_start.numClicks,btn_start.timesOn,btn_start.timesOff,trial_face.started,image_stim.started,trial_face.stopped,trial_response.started,btn_anger_2.started,btn_disgust_2.started,btn_fear_2.started,btn_happiness_2.started,btn_neutrality_2.started,btn_sadness_2.started,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,0.005189799994695932,0.014308800004073419,0.014308800004073419,3.089730799998506,1,[3.0750225000083447],[3.0750368000008166],,,,,,,,,,,262008,001,2025-12-06_19h32.49.268,faces_experiment,,2025.1.1,None,2025-12-06 19h32.59.308665 +0100,
faces/004_o_m_h_b.jpg,happiness,0,0,0,0,0,0,7,3.3874548000021605,,,,,,,,,3.332851400002255,3.3874548000021605,3.3879123000078835,3.390646800005925,3.406021899994812,3.406021899994812,3.406021899994812,3.406021899994812,3.406021899994812,3.406021899994812,,,,,,,,,
