thisRow.t,notes,introduction.started,introduction_text.started,btn_start.started,introduction.stopped,btn_start.numClicks,btn_start.timesOn,btn_start.timesOff,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,0.0036484000011114404,0.00973270001122728,0.00973270001122728,1.0075825000094483,1,[0.9974791000131518],[0.9974890000012238],699832,001,2025-12-06_17h40.43.010,faces_experiment,,2025.1.1,None,2025-12-06 17h40.47.926904 +0100,
