image_file,correct_emotion,thisN,thisTrialN,thisRepN,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,introduction.started,introduction_text.started,btn_start.started,introduction.stopped,btn_start.numClicks,btn_start.timesOn,btn_start.timesOff,trial_face.started,image_stim.started,trial_face.stopped,trial_response.started,btn_anger_2.started,btn_disgust_2.started,btn_fear_2.started,btn_happiness_2.started,btn_neutrality_2.started,btn_sadness_2.started,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,0.008606999996118248,0.01901430000725668,0.01901430000725668,0.9469678000023123,1,[0.9270529000059469],[0.9270861000113655],,,,,,,,,,,937133,001,2025-12-06_19h34.25.915,faces_experiment,,2025.1.1,None,2025-12-06 19h34.31.045889 +0100,
faces/140_y_f_f_a.jpg,fear,0,0,0,0,0,0,52,1.1909077000018442,,,,,,,,,1.151595500006806,1.1909077000018442,1.2007470000098692,1.2028657000046223,1.2253939000074752,1.2253939000074752,1.2253939000074752,1.2253939000074752,1.2253939000074752,1.2253939000074752,,,,,,,,,
