thisN,thisTrialN,thisRepN,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,introduction.started,introduction_text.started,btn_start.started,introduction.stopped,btn_start.numClicks,btn_start.timesOn,btn_start.timesOff,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,,,,,,,,0.013446299999486655,0.03153710000333376,0.03153710000333376,1.8171419999998761,1,[1.7851703000051202],[1.785181500003091],586063,001,2025-12-06_16h50.05.696,faces_experiment,,2025.1.1,None,2025-12-06 16h50.12.718826 +0100,
0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
