image_file,correct_emotion,thisN,thisTrialN,thisRepN,btn_anger.numClicks,btn_anger.timesOn,btn_anger.timesOff,btn_disgust.numClicks,btn_disgust.timesOn,btn_disgust.timesOff,btn_fear.numClicks,btn_fear.timesOn,btn_fear.timesOff,btn_happiness.numClicks,btn_happiness.timesOn,btn_happiness.timesOff,btn_neutrality.numClicks,btn_neutrality.timesOn,btn_neutrality.timesOff,btn_sadness.numClicks,btn_sadness.timesOn,btn_sadness.timesOff,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,imageStim.started,btn_anger.started,btn_disgust.started,btn_fear.started,btn_happiness.started,btn_neutrality.started,btn_sadness.started,imageStim.stopped,trial.stopped,trials.btn_anger.numClicks,trials.btn_anger.timesOn,trials.btn_anger.timesOff,clickedEmotion,correct,trials.btn_disgust.numClicks,trials.btn_disgust.timesOn,trials.btn_disgust.timesOff,trials.btn_fear.numClicks,trials.btn_fear.timesOn,trials.btn_fear.timesOff,trials.btn_happiness.numClicks,trials.btn_happiness.timesOn,trials.btn_happiness.timesOff,trials.btn_neutrality.numClicks,trials.btn_neutrality.timesOn,trials.btn_neutrality.timesOff,trials.btn_sadness.numClicks,trials.btn_sadness.timesOn,trials.btn_sadness.timesOff,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
faces/079_o_f_a_b.jpg,anger,0,0,0,0,,,1,[1.9469802000094205],[1.9469840000092518],0,,,0,,,0,,,0,,,0,0,0,25,0.13342650001868606,,0.10673360002692789,0.13342650001868606,0.13342650001868606,0.13342650001868606,0.13342650001868606,0.13342650001868606,0.13342650001868606,0.13342650001868606,1.1258487000013702,2.080758500000229,0,,,disgust,0,1,[1.9469802000094205],[1.9469840000092518],0,,,0,,,0,,,0,,,pilot,001,2025-12-05_12h17.44.078,faces_experiment,,2025.1.1,144.08682095839686,2025-12-05 12h17.50.529044 +0100,
faces/168_m_f_s_b.jpg,sadness,1,1,0,0,,,1,[1.3628586999839172],[1.3628616000059992],0,,,0,,,0,,,0,,,0,1,1,71,2.166940000024624,,2.1560774000245146,2.166940000024624,2.166940000024624,2.166940000024624,2.166940000024624,2.166940000024624,2.166940000024624,2.166940000024624,3.1605990000243764,3.5301130000152625,0,,,disgust,0,1,[1.3628586999839172],[1.3628616000059992],0,,,0,,,0,,,0,,,pilot,001,2025-12-05_12h17.44.078,faces_experiment,,2025.1.1,144.08682095839686,2025-12-05 12h17.50.529044 +0100,
faces/079_o_f_d_b.jpg,disgust,2,2,0,0,,,1,[0.06572769998456351],[0.0657305000058841],0,,,0,,,0,,,0,,,0,2,2,27,3.6237279000051785,,3.611323100019945,3.6237279000051785,3.6237279000051785,3.6237279000051785,3.6237279000051785,3.6237279000051785,3.6237279000051785,3.6237279000051785,,3.6897863000049256,0,,,disgust,1,1,[0.06572769998456351],[0.0657305000058841],0,,,0,,,0,,,0,,,pilot,001,2025-12-05_12h17.44.078,faces_experiment,,2025.1.1,144.08682095839686,2025-12-05 12h17.50.529044 +0100,
faces/066_y_m_n_b.jpg,neutrality,3,3,0,0,,,1,[0.047764499991899356],[0.04776709998259321],0,,,0,,,0,,,0,,,0,3,3,21,3.7740000000048894,,3.7645376000145916,3.7740000000048894,3.7740000000048894,3.7740000000048894,3.7740000000048894,3.7740000000048894,3.7740000000048894,3.7740000000048894,,3.822082800004864,0,,,disgust,0,1,[0.047764499991899356],[0.04776709998259321],0,,,0,,,0,,,0,,,pilot,001,2025-12-05_12h17.44.078,faces_experiment,,2025.1.1,144.08682095839686,2025-12-05 12h17.50.529044 +0100,
faces/168_m_f_a_b.jpg,anger,4,4,0,0,,,1,[0.05453030002536252],[0.05453310001757927],0,,,0,,,0,,,0,,,0,4,4,61,3.9059387000161223,,3.895856300019659,3.9059387000161223,3.9059387000161223,3.9059387000161223,3.9059387000161223,3.9059387000161223,3.9059387000161223,3.9059387000161223,,3.9608012000098825,0,,,disgust,0,1,[0.05453030002536252],[0.05453310001757927],0,,,0,,,0,,,0,,,pilot,001,2025-12-05_12h17.44.078,faces_experiment,,2025.1.1,144.08682095839686,2025-12-05 12h17.50.529044 +0100,
faces/066_y_m_f_b.jpg,fear,5,5,0,0,,,1,[0.053879200015217066],[0.053882100008195266],0,,,0,,,0,,,0,,,0,5,5,17,4.045974500011653,,4.035961500019766,4.045974500011653,4.045974500011653,4.045974500011653,4.045974500011653,4.045974500011653,4.045974500011653,4.045974500011653,,4.100203600013629,0,,,disgust,0,1,[0.053879200015217066],[0.053882100008195266],0,,,0,,,0,,,0,,,pilot,001,2025-12-05_12h17.44.078,faces_experiment,,2025.1.1,144.08682095839686,2025-12-05 12h17.50.529044 +0100,
faces/079_o_f_n_b.jpg,neutrality,6,6,0,0,,,1,[0.06802609999431297],[0.06802869998500682],0,,,0,,,0,,,0,,,0,6,6,33,4.191484800016042,,4.180956900003366,4.191484800016042,4.191484800016042,4.191484800016042,4.191484800016042,4.191484800016042,4.191484800016042,4.191484800016042,,4.259827900008531,0,,,disgust,0,1,[0.06802609999431297],[0.06802869998500682],0,,,0,,,0,,,0,,,pilot,001,2025-12-05_12h17.44.078,faces_experiment,,2025.1.1,144.08682095839686,2025-12-05 12h17.50.529044 +0100,
faces/004_o_m_d_b.jpg,disgust,7,7,0,0,,,1,[0.0482309999933932],[0.04823379998560995],0,,,0,,,0,,,0,,,0,7,7,3,4.344040000025416,,4.335235900012776,4.344040000025416,4.344040000025416,4.344040000025416,4.344040000025416,4.344040000025416,4.344040000025416,4.344040000025416,,4.392568600014783,0,,,disgust,1,1,[0.0482309999933932],[0.04823379998560995],0,,,0,,,0,,,0,,,pilot,001,2025-12-05_12h17.44.078,faces_experiment,,2025.1.1,144.08682095839686,2025-12-05 12h17.50.529044 +0100,
faces/140_y_f_d_a.jpg,disgust,8,8,0,0,,,1,[0.07543479997548275],[0.07543739999528043],0,,,0,,,0,,,0,,,0,8,8,50,4.4895429000025615,,4.472498100018129,4.4895429000025615,4.4895429000025615,4.4895429000025615,4.4895429000025615,4.4895429000025615,4.4895429000025615,4.4895429000025615,,4.565289100020891,0,,,disgust,1,1,[0.07543479997548275],[0.07543739999528043],0,,,0,,,0,,,0,,,pilot,001,2025-12-05_12h17.44.078,faces_experiment,,2025.1.1,144.08682095839686,2025-12-05 12h17.50.529044 +0100,
faces/066_y_m_s_b.jpg,sadness,9,9,0,0,,,1,[0.12613910000072792],[0.12614249999751337],0,,,0,,,0,,,0,,,0,9,9,23,4.6506817000044975,,4.640884799999185,4.6506817000044975,4.6506817000044975,4.6506817000044975,4.6506817000044975,4.6506817000044975,4.6506817000044975,4.6506817000044975,,4.777182200021343,0,,,disgust,0,1,[0.12613910000072792],[0.12614249999751337],0,,,0,,,0,,,0,,,pilot,001,2025-12-05_12h17.44.078,faces_experiment,,2025.1.1,144.08682095839686,2025-12-05 12h17.50.529044 +0100,
faces/079_o_f_f_b.jpg,fear,10,10,0,0,,,1,[0.08844939997652546],[0.08845219999784604],0,,,0,,,0,,,0,,,0,10,10,29,4.865392100007739,,4.8567324000177905,4.865392100007739,4.865392100007739,4.865392100007739,4.865392100007739,4.865392100007739,4.865392100007739,4.865392100007739,,4.95414100002381,0,,,disgust,0,1,[0.08844939997652546],[0.08845219999784604],0,,,0,,,0,,,0,,,pilot,001,2025-12-05_12h17.44.078,faces_experiment,,2025.1.1,144.08682095839686,2025-12-05 12h17.50.529044 +0100,
faces/004_o_m_s_b.jpg,sadness,11,11,0,0,,,1,[0.08126169999013655],[0.08126459998311475],0,,,0,,,0,,,0,,,0,11,11,11,5.046034200000577,,5.034246200026246,5.046034200000577,5.046034200000577,5.046034200000577,5.046034200000577,5.046034200000577,5.046034200000577,5.046034200000577,,5.1276314000133425,0,,,disgust,0,1,[0.08126169999013655],[0.08126459998311475],0,,,0,,,0,,,0,,,pilot,001,2025-12-05_12h17.44.078,faces_experiment,,2025.1.1,144.08682095839686,2025-12-05 12h17.50.529044 +0100,
faces/004_o_m_n_a.jpg,neutrality,12,12,0,0,,,1,[0.20837999999639578],[0.20838289998937398],0,,,0,,,0,,,0,,,0,12,12,8,5.219386200013105,,5.203645500005223,5.219386200013105,5.219386200013105,5.219386200013105,5.219386200013105,5.219386200013105,5.219386200013105,5.219386200013105,,5.428079400007846,0,,,disgust,0,1,[0.20837999999639578],[0.20838289998937398],0,,,0,,,0,,,0,,,pilot,001,2025-12-05_12h17.44.078,faces_experiment,,2025.1.1,144.08682095839686,2025-12-05 12h17.50.529044 +0100,
faces/116_m_m_h_b.jpg,happiness,13,13,0,0,,,1,[0.07474919999367557],[0.07475209998665377],0,,,0,,,0,,,0,,,0,13,13,43,5.517819200002123,,5.502047500020126,5.517819200002123,5.517819200002123,5.517819200002123,5.517819200002123,5.517819200002123,5.517819200002123,5.517819200002123,,5.592881400021724,0,,,disgust,0,1,[0.07474919999367557],[0.07475209998665377],0,,,0,,,0,,,0,,,pilot,001,2025-12-05_12h17.44.078,faces_experiment,,2025.1.1,144.08682095839686,2025-12-05 12h17.50.529044 +0100,
faces/004_o_m_d_a.jpg,disgust,14,14,0,0,,,1,[0.0973039000236895],[0.09730670001590624],0,,,0,,,0,,,0,,,0,14,14,2,5.678212400001939,,5.6663750000006985,5.678212400001939,5.678212400001939,5.678212400001939,5.678212400001939,5.678212400001939,5.678212400001939,5.678212400001939,,5.775856300024316,0,,,disgust,1,1,[0.0973039000236895],[0.09730670001590624],0,,,0,,,0,,,0,,,pilot,001,2025-12-05_12h17.44.078,faces_experiment,,2025.1.1,144.08682095839686,2025-12-05 12h17.50.529044 +0100,
faces/079_o_f_a_a.jpg,anger,15,15,0,0,,,1,[0.0872252999979537],[0.087227999989409],0,,,0,,,0,,,0,,,0,15,15,24,5.866864800016629,,5.8566145000222605,5.866864800016629,5.866864800016629,5.866864800016629,5.866864800016629,5.866864800016629,5.866864800016629,5.866864800016629,,5.954382399999304,0,,,disgust,0,1,[0.0872252999979537],[0.087227999989409],0,,,0,,,0,,,0,,,pilot,001,2025-12-05_12h17.44.078,faces_experiment,,2025.1.1,144.08682095839686,2025-12-05 12h17.50.529044 +0100,
faces/168_m_f_d_a.jpg,disgust,16,16,0,0,,,1,[0.04698340001050383],[0.04698630000348203],0,,,0,,,0,,,0,,,0,16,16,62,6.039094400010072,,6.0285621000221,6.039094400010072,6.039094400010072,6.039094400010072,6.039094400010072,6.039094400010072,6.039094400010072,6.039094400010072,,6.086386200011475,0,,,disgust,1,1,[0.04698340001050383],[0.04698630000348203],0,,,0,,,0,,,0,,,pilot,001,2025-12-05_12h17.44.078,faces_experiment,,2025.1.1,144.08682095839686,2025-12-05 12h17.50.529044 +0100,
faces/004_o_m_s_a.jpg,sadness,17,17,0,0,,,1,[0.09661910001887009],[0.09662180001032539],0,,,0,,,0,,,0,,,0,17,17,10,6.170375800022157,,6.161129700019956,6.170375800022157,6.170375800022157,6.170375800022157,6.170375800022157,6.170375800022157,6.170375800022157,6.170375800022157,,6.267343100014841,0,,,disgust,0,1,[0.09661910001887009],[0.09662180001032539],0,,,0,,,0,,,0,,,pilot,001,2025-12-05_12h17.44.078,faces_experiment,,2025.1.1,144.08682095839686,2025-12-05 12h17.50.529044 +0100,
faces/168_m_f_s_a.jpg,sadness,18,18,0,0,,,1,[0.11770920001436025],[0.11771210000733845],0,,,0,,,0,,,0,,,0,18,18,70,6.3499810000066645,,6.340975200000685,6.3499810000066645,6.3499810000066645,6.3499810000066645,6.3499810000066645,6.3499810000066645,6.3499810000066645,6.3499810000066645,,6.468011400022078,0,,,disgust,0,1,[0.11770920001436025],[0.11771210000733845],0,,,0,,,0,,,0,,,pilot,001,2025-12-05_12h17.44.078,faces_experiment,,2025.1.1,144.08682095839686,2025-12-05 12h17.50.529044 +0100,
faces/116_m_m_n_a.jpg,neutrality,19,19,0,0,,,1,[0.08208570000715554],[0.08208890000241809],0,,,0,,,0,,,0,,,0,19,19,44,6.552296500012744,,6.541785300010815,6.552296500012744,6.552296500012744,6.552296500012744,6.552296500012744,6.552296500012744,6.552296500012744,6.552296500012744,,6.634711900027469,0,,,disgust,0,1,[0.08208570000715554],[0.08208890000241809],0,,,0,,,0,,,0,,,pilot,001,2025-12-05_12h17.44.078,faces_experiment,,2025.1.1,144.08682095839686,2025-12-05 12h17.50.529044 +0100,
