image_file,correct_emotion,thisN,thisTrialN,thisRepN,btn_anger.numClicks,btn_anger.timesOn,btn_anger.timesOff,btn_disgust.numClicks,btn_disgust.timesOn,btn_disgust.timesOff,btn_fear.numClicks,btn_fear.timesOn,btn_fear.timesOff,btn_happiness.numClicks,btn_happiness.timesOn,btn_happiness.timesOff,btn_neutrality.numClicks,btn_neutrality.timesOn,btn_neutrality.timesOff,btn_sadness.numClicks,btn_sadness.timesOn,btn_sadness.timesOff,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,introduction.started,introduction_text.started,btn_start.started,introduction.stopped,btn_start.numClicks,btn_start.timesOn,btn_start.timesOff,trial.started,imageStim.started,btn_anger.started,btn_disgust.started,btn_fear.started,btn_happiness.started,btn_neutrality.started,btn_sadness.started,imageStim.stopped,trial.stopped,trials.btn_anger.numClicks,trials.btn_anger.timesOn,trials.btn_anger.timesOff,clickedEmotion,correct,trials.btn_disgust.numClicks,trials.btn_disgust.timesOn,trials.btn_disgust.timesOff,trials.btn_fear.numClicks,trials.btn_fear.timesOn,trials.btn_fear.timesOff,trials.btn_happiness.numClicks,trials.btn_happiness.timesOn,trials.btn_happiness.timesOff,trials.btn_neutrality.numClicks,trials.btn_neutrality.timesOn,trials.btn_neutrality.timesOff,trials.btn_sadness.numClicks,trials.btn_sadness.timesOn,trials.btn_sadness.timesOff,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.008192400011466816,0.018660100002307445,0.018660100002307445,448.4480301000003,1,[448.42921859998023],[448.4292225999816],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pilot,001,2025-12-05_13h20.58.565,faces_experiment,,2025.1.1,None,2025-12-05 13h21.01.631063 +0100,
faces/116_m_m_h_a.jpg,happiness,0,0,0,1,[1.6325991000048816],[1.6326043000153732],0,,,0,,,0,,,0,,,0,,,0,0,0,42,448.56938669999363,,,,,,,,,448.5416133000108,448.56938669999363,448.56938669999363,448.56938669999363,448.56938669999363,448.56938669999363,448.56938669999363,448.56938669999363,448.81858049999573,450.20246070000576,1,[1.6325991000048816],[1.6326043000153732],anger,0,0,,,0,,,0,,,0,,,0,,,pilot,001,2025-12-05_13h20.58.565,faces_experiment,,2025.1.1,None,2025-12-05 13h21.01.631063 +0100,
faces/168_m_f_n_b.jpg,neutrality,1,1,0,1,[0.06852450000587851],[0.0685284000064712],0,,,0,,,0,,,0,,,0,,,0,1,1,69,450.2946726999944,,,,,,,,,450.28023329999996,450.2946726999944,450.2946726999944,450.2946726999944,450.2946726999944,450.2946726999944,450.2946726999944,450.2946726999944,,450.36362139999983,1,[0.06852450000587851],[0.0685284000064712],anger,0,0,,,0,,,0,,,0,,,0,,,pilot,001,2025-12-05_13h20.58.565,faces_experiment,,2025.1.1,None,2025-12-05 13h21.01.631063 +0100,
faces/004_o_m_a_b.jpg,anger,2,2,0,1,[0.04046849999576807],[0.04047169999103062],0,,,0,,,0,,,0,,,0,,,0,2,2,1,450.4602920000034,,,,,,,,,450.44449319998967,450.4602920000034,450.4602920000034,450.4602920000034,450.4602920000034,450.4602920000034,450.4602920000034,450.4602920000034,,450.50119439998525,1,[0.04046849999576807],[0.04047169999103062],anger,1,0,,,0,,,0,,,0,,,0,,,pilot,001,2025-12-05_13h20.58.565,faces_experiment,,2025.1.1,None,2025-12-05 13h21.01.631063 +0100,
faces/079_o_f_s_a.jpg,sadness,3,3,0,1,[0.1381472999928519],[0.13814999998430721],0,,,0,,,0,,,0,,,0,,,0,3,3,34,450.59852719999617,,,,,,,,,450.5853880000068,450.59852719999617,450.59852719999617,450.59852719999617,450.59852719999617,450.59852719999617,450.59852719999617,450.59852719999617,,450.73747409999487,1,[0.1381472999928519],[0.13814999998430721],anger,0,0,,,0,,,0,,,0,,,0,,,pilot,001,2025-12-05_13h20.58.565,faces_experiment,,2025.1.1,None,2025-12-05 13h21.01.631063 +0100,
faces/066_y_m_s_a.jpg,sadness,4,4,0,1,[0.0577865999948699],[0.0577894999878481],0,,,0,,,0,,,0,,,0,,,0,4,4,22,450.83239669998875,,,,,,,,,450.8202120999922,450.83239669998875,450.83239669998875,450.83239669998875,450.83239669998875,450.83239669998875,450.83239669998875,450.83239669998875,,450.8906267999846,1,[0.0577865999948699],[0.0577894999878481],anger,0,0,,,0,,,0,,,0,,,0,,,pilot,001,2025-12-05_13h20.58.565,faces_experiment,,2025.1.1,None,2025-12-05 13h21.01.631063 +0100,
faces/168_m_f_a_b.jpg,anger,5,5,0,1,[0.08919030000106432],[0.08919299999251962],0,,,0,,,0,,,0,,,0,,,0,5,5,61,450.9803530999925,,,,,,,,,450.97078110001166,450.9803530999925,450.9803530999925,450.9803530999925,450.9803530999925,450.9803530999925,450.9803530999925,450.9803530999925,,451.06992579999496,1,[0.08919030000106432],[0.08919299999251962],anger,1,0,,,0,,,0,,,0,,,0,,,pilot,001,2025-12-05_13h20.58.565,faces_experiment,,2025.1.1,None,2025-12-05 13h21.01.631063 +0100,
faces/066_y_m_d_b.jpg,disgust,6,6,0,1,[0.1064399000024423],[0.10644439997849986],0,,,0,,,0,,,0,,,0,,,0,6,6,15,451.15830909999204,,,,,,,,,451.14847019998706,451.15830909999204,451.15830909999204,451.15830909999204,451.15830909999204,451.15830909999204,451.15830909999204,451.15830909999204,,451.265181499999,1,[0.1064399000024423],[0.10644439997849986],anger,0,0,,,0,,,0,,,0,,,0,,,pilot,001,2025-12-05_13h20.58.565,faces_experiment,,2025.1.1,None,2025-12-05 13h21.01.631063 +0100,
faces/079_o_f_f_a.jpg,fear,7,7,0,1,[0.060902199998963624],[0.060905100021045655],0,,,0,,,0,,,0,,,0,,,0,7,7,28,451.36321380001027,,,,,,,,,451.347409399983,451.36321380001027,451.36321380001027,451.36321380001027,451.36321380001027,451.36321380001027,451.36321380001027,451.36321380001027,,451.4244795999839,1,[0.060902199998963624],[0.060905100021045655],anger,0,0,,,0,,,0,,,0,,,0,,,pilot,001,2025-12-05_13h20.58.565,faces_experiment,,2025.1.1,None,2025-12-05 13h21.01.631063 +0100,
faces/140_y_f_n_b.jpg,neutrality,8,8,0,1,[0.06970349999028258],[0.06970659998478368],0,,,0,,,0,,,0,,,0,,,0,8,8,57,451.5146162000019,,,,,,,,,451.5060191999946,451.5146162000019,451.5146162000019,451.5146162000019,451.5146162000019,451.5146162000019,451.5146162000019,451.5146162000019,,451.5847006000113,1,[0.06970349999028258],[0.06970659998478368],anger,0,0,,,0,,,0,,,0,,,0,,,pilot,001,2025-12-05_13h20.58.565,faces_experiment,,2025.1.1,None,2025-12-05 13h21.01.631063 +0100,
