image_file,correct_emotion,thisN,thisTrialN,thisRepN,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
116_m_m_d_a.jpg,disgust,0,0,0,0,0,0,38,,,,,,,,,,,
