image_file,correct_emotion,thisN,thisTrialN,thisRepN,btn_anger_2.numClicks,btn_anger_2.timesOn,btn_anger_2.timesOff,btn_disgust_2.numClicks,btn_disgust_2.timesOn,btn_disgust_2.timesOff,btn_fear_2.numClicks,btn_fear_2.timesOn,btn_fear_2.timesOff,btn_happiness_2.numClicks,btn_happiness_2.timesOn,btn_happiness_2.timesOff,btn_neutrality_2.numClicks,btn_neutrality_2.timesOn,btn_neutrality_2.timesOff,btn_sadness_2.numClicks,btn_sadness_2.timesOn,btn_sadness_2.timesOff,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,introduction.started,introduction_text.started,btn_start.started,introduction.stopped,btn_start.numClicks,btn_start.timesOn,btn_start.timesOff,trial_face.started,image_stim.started,trial_face.stopped,trial_response.started,btn_anger_2.started,btn_disgust_2.started,btn_fear_2.started,btn_happiness_2.started,btn_neutrality_2.started,btn_sadness_2.started,trial_response.stopped,trials.btn_anger_2.numClicks,trials.btn_anger_2.timesOn,trials.btn_anger_2.timesOff,trials.btn_disgust_2.numClicks,trials.btn_disgust_2.timesOn,trials.btn_disgust_2.timesOff,trials.btn_fear_2.numClicks,trials.btn_fear_2.timesOn,trials.btn_fear_2.timesOff,trials.btn_happiness_2.numClicks,trials.btn_happiness_2.timesOn,trials.btn_happiness_2.timesOff,trials.btn_neutrality_2.numClicks,trials.btn_neutrality_2.timesOn,trials.btn_neutrality_2.timesOff,trials.btn_sadness_2.numClicks,trials.btn_sadness_2.timesOn,trials.btn_sadness_2.timesOff,clickedEmotion,correct,end_screen.started,text.started,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
faces/168_m_f_a_b.jpg,anger,31,31,0,0,,,1,[0.04629520000889897],[0.04630159999942407],0,,,0,,,0,,,0,,,0,31,31,61,12.282723299998906,,,,,,,,,12.265973600005964,12.282723299998906,12.329705900003319,12.33029319999332,12.347760699994978,12.347760699994978,12.347760699994978,12.347760699994978,12.347760699994978,12.347760699994978,12.39480189999449,0,,,1,[0.04629520000889897],[0.04630159999942407],0,,,0,,,0,,,0,,,disgust,0,,,043829,001,2025-12-06_18h52.17.328,faces_experiment,,2025.1.1,None,2025-12-06 18h52.22.000459 +0100,
faces/140_y_f_f_b.jpg,fear,32,32,0,0,,,1,[0.001596300004166551],[0.0016028999962145463],0,,,0,,,0,,,0,,,0,32,32,53,12.57189579999249,,,,,,,,,12.560876599993207,12.57189579999249,12.648631000003661,12.648900400003185,12.66949569999997,12.66949569999997,12.66949569999997,12.66949569999997,12.66949569999997,12.66949569999997,12.671721399994567,0,,,1,[0.001596300004166551],[0.0016028999962145463],0,,,0,,,0,,,0,,,disgust,0,,,043829,001,2025-12-06_18h52.17.328,faces_experiment,,2025.1.1,None,2025-12-06 18h52.22.000459 +0100,
faces/066_y_m_f_b.jpg,fear,33,33,0,0,,,1,[0.04210009999223985],[0.04210849999799393],0,,,0,,,0,,,0,,,0,33,33,17,12.838135400001192,,,,,,,,,12.82442849999643,12.838135400001192,12.93292009999277,12.933257099997718,12.956479999993462,12.956479999993462,12.956479999993462,12.956479999993462,12.956479999993462,12.956479999993462,12.999439899998833,0,,,1,[0.04210009999223985],[0.04210849999799393],0,,,0,,,0,,,0,,,disgust,0,,,043829,001,2025-12-06_18h52.17.328,faces_experiment,,2025.1.1,None,2025-12-06 18h52.22.000459 +0100,
faces/004_o_m_f_b.jpg,fear,34,34,0,0,,,1,[0.017461899988120422],[0.01747179999074433],0,,,0,,,0,,,0,,,0,34,34,5,13.209527900005924,,,,,,,,,13.195202599992626,13.209527900005924,13.253650400001789,13.254067999994732,13.273093199997675,13.273093199997675,13.273093199997675,13.273093199997675,13.273093199997675,13.273093199997675,13.291339499992318,0,,,1,[0.017461899988120422],[0.01747179999074433],0,,,0,,,0,,,0,,,disgust,0,,,043829,001,2025-12-06_18h52.17.328,faces_experiment,,2025.1.1,None,2025-12-06 18h52.22.000459 +0100,
faces/004_o_m_d_b.jpg,disgust,35,35,0,0,,,1,[0.05487670000002254],[0.05488699999114033],0,,,0,,,0,,,0,,,0,35,35,3,13.500696599992807,,,,,,,,,13.484245400002692,13.500696599992807,13.54481069999747,13.545166900003096,13.565882399998372,13.565882399998372,13.565882399998372,13.565882399998372,13.565882399998372,13.565882399998372,13.621704100005445,0,,,1,[0.05487670000002254],[0.05488699999114033],0,,,0,,,0,,,0,,,disgust,1,,,043829,001,2025-12-06_18h52.17.328,faces_experiment,,2025.1.1,None,2025-12-06 18h52.22.000459 +0100,
faces/168_m_f_h_a.jpg,happiness,36,36,0,0,,,1,[0.03207849999307655],[0.03208489999815356],0,,,0,,,0,,,0,,,0,36,36,66,13.836191499998677,,,,,,,,,13.822119000004022,13.836191499998677,13.885862499999348,13.886292800001684,13.903795399994124,13.903795399994124,13.903795399994124,13.903795399994124,13.903795399994124,13.903795399994124,13.936737500000163,0,,,1,[0.03207849999307655],[0.03208489999815356],0,,,0,,,0,,,0,,,disgust,0,,,043829,001,2025-12-06_18h52.17.328,faces_experiment,,2025.1.1,None,2025-12-06 18h52.22.000459 +0100,
faces/140_y_f_s_a.jpg,sadness,37,37,0,0,,,1,[0.03578669999842532],[0.035794600000372157],0,,,0,,,0,,,0,,,0,37,37,58,14.156629299992346,,,,,,,,,14.143034499997157,14.156629299992346,14.205260100003215,14.205542600000626,14.219427799995174,14.219427799995174,14.219427799995174,14.219427799995174,14.219427799995174,14.219427799995174,14.25582370000484,0,,,1,[0.03578669999842532],[0.035794600000372157],0,,,0,,,0,,,0,,,disgust,0,,,043829,001,2025-12-06_18h52.17.328,faces_experiment,,2025.1.1,None,2025-12-06 18h52.22.000459 +0100,
faces/140_y_f_d_b.jpg,disgust,38,38,0,0,,,1,[0.01926659999298863],[0.019273899990366772],0,,,0,,,0,,,0,,,0,38,38,51,14.426679700001841,,,,,,,,,14.413333999997121,14.426679700001841,14.525419900004636,14.525817400004598,14.540462599994498,14.540462599994498,14.540462599994498,14.540462599994498,14.540462599994498,14.540462599994498,14.560406999997213,0,,,1,[0.01926659999298863],[0.019273899990366772],0,,,0,,,0,,,0,,,disgust,1,,,043829,001,2025-12-06_18h52.17.328,faces_experiment,,2025.1.1,None,2025-12-06 18h52.22.000459 +0100,
faces/066_y_m_h_b.jpg,happiness,39,39,0,0,,,1,[0.04197489999933168],[0.04198460000043269],0,,,0,,,0,,,0,,,0,39,39,19,14.730777399992803,,,,,,,,,14.714285499998368,14.730777399992803,14.810998899993137,14.811598000000231,14.832597100001294,14.832597100001294,14.832597100001294,14.832597100001294,14.832597100001294,14.832597100001294,14.875448399994639,0,,,1,[0.04197489999933168],[0.04198460000043269],0,,,0,,,0,,,0,,,disgust,0,,,043829,001,2025-12-06_18h52.17.328,faces_experiment,,2025.1.1,None,2025-12-06 18h52.22.000459 +0100,
faces/004_o_m_a_a.jpg,anger,40,40,0,0,,,1,[0.1817972999997437],[0.18180690000008326],0,,,0,,,0,,,0,,,0,40,40,0,15.041943100004573,,,,,,,,,15.03016789999674,15.041943100004573,15.136319500001264,15.137496900002589,15.157311100003426,15.157311100003426,15.157311100003426,15.157311100003426,15.157311100003426,15.157311100003426,15.339644299994688,0,,,1,[0.1817972999997437],[0.18180690000008326],0,,,0,,,0,,,0,,,disgust,0,,,043829,001,2025-12-06_18h52.17.328,faces_experiment,,2025.1.1,None,2025-12-06 18h52.22.000459 +0100,
faces/116_m_m_f_a.jpg,fear,41,41,0,0,,,0,,,1,[0.2870280999923125],[0.2870334000035655],0,,,0,,,0,,,0,41,41,40,15.462061099999119,,,,,,,,,15.451933599993936,15.462061099999119,15.60913709999295,15.609781499995734,15.621615900003235,15.621615900003235,15.621615900003235,15.621615900003235,15.621615900003235,15.621615900003235,15.909026199995424,0,,,0,,,1,[0.2870280999923125],[0.2870334000035655],0,,,0,,,0,,,fear,1,,,043829,001,2025-12-06_18h52.17.328,faces_experiment,,2025.1.1,None,2025-12-06 18h52.22.000459 +0100,
faces/116_m_m_d_a.jpg,disgust,42,42,0,0,,,0,,,1,[0.07236369999009185],[0.07237519999034703],0,,,0,,,0,,,0,42,42,38,16.029609499993967,,,,,,,,,16.01892499999667,16.029609499993967,16.179570199994487,16.179876800000784,16.19314819999272,16.19314819999272,16.19314819999272,16.19314819999272,16.19314819999272,16.19314819999272,16.266207399996347,0,,,0,,,1,[0.07236369999009185],[0.07237519999034703],0,,,0,,,0,,,fear,0,,,043829,001,2025-12-06_18h52.17.328,faces_experiment,,2025.1.1,None,2025-12-06 18h52.22.000459 +0100,
faces/116_m_m_n_b.jpg,neutral,43,43,0,0,,,0,,,1,[0.021919300008448772],[0.021926000001258217],0,,,0,,,0,,,0,43,43,45,16.396698199998355,,,,,,,,,16.38639179999882,16.396698199998355,16.52640849999443,16.526719899993623,16.539787600006093,16.539787600006093,16.539787600006093,16.539787600006093,16.539787600006093,16.539787600006093,16.562257900004624,0,,,0,,,1,[0.021919300008448772],[0.021926000001258217],0,,,0,,,0,,,fear,0,,,043829,001,2025-12-06_18h52.17.328,faces_experiment,,2025.1.1,None,2025-12-06 18h52.22.000459 +0100,
faces/168_m_f_a_a.jpg,anger,44,44,0,0,,,0,,,1,[0.018708200004766695],[0.018716499995207414],0,,,0,,,0,,,0,44,44,60,16.685817699995823,,,,,,,,,16.67709620000096,16.685817699995823,16.818442799994955,16.818861399995512,16.834397099999478,16.834397099999478,16.834397099999478,16.834397099999478,16.834397099999478,16.834397099999478,16.853671899996698,0,,,0,,,1,[0.018708200004766695],[0.018716499995207414],0,,,0,,,0,,,fear,0,,,043829,001,2025-12-06_18h52.17.328,faces_experiment,,2025.1.1,None,2025-12-06 18h52.22.000459 +0100,
faces/116_m_m_a_b.jpg,anger,45,45,0,0,,,0,,,1,[0.05775510000239592],[0.05776039999909699],0,,,0,,,0,,,0,45,45,37,16.971042999997735,,,,,,,,,16.961367199997767,16.971042999997735,17.11740629999258,17.117757899992284,17.130332000000635,17.130332000000635,17.130332000000635,17.130332000000635,17.130332000000635,17.130332000000635,17.188480199998594,0,,,0,,,1,[0.05775510000239592],[0.05776039999909699],0,,,0,,,0,,,fear,0,,,043829,001,2025-12-06_18h52.17.328,faces_experiment,,2025.1.1,None,2025-12-06 18h52.22.000459 +0100,
faces/116_m_m_s_a.jpg,sadness,46,46,0,0,,,0,,,1,[0.07122480000543874],[0.07123139999748673],0,,,0,,,0,,,0,46,46,46,17.305641300001298,,,,,,,,,17.29582859999209,17.305641300001298,17.45108879999316,17.452620099997148,17.472037800005637,17.472037800005637,17.472037800005637,17.472037800005637,17.472037800005637,17.472037800005637,17.543763499998022,0,,,0,,,1,[0.07122480000543874],[0.07123139999748673],0,,,0,,,0,,,fear,0,,,043829,001,2025-12-06_18h52.17.328,faces_experiment,,2025.1.1,None,2025-12-06 18h52.22.000459 +0100,
faces/168_m_f_d_a.jpg,disgust,47,47,0,0,,,0,,,1,[0.06373660000099335],[0.06374569999752566],0,,,0,,,0,,,0,47,47,62,17.71017839999695,,,,,,,,,17.697478500005673,17.71017839999695,17.805237099993974,17.805910299997777,17.82599979999941,17.82599979999941,17.82599979999941,17.82599979999941,17.82599979999941,17.82599979999941,17.89042490000429,0,,,0,,,1,[0.06373660000099335],[0.06374569999752566],0,,,0,,,0,,,fear,0,,,043829,001,2025-12-06_18h52.17.328,faces_experiment,,2025.1.1,None,2025-12-06 18h52.22.000459 +0100,
faces/140_y_f_a_a.jpg,anger,48,48,0,0,,,0,,,1,[0.14747999999963213],[0.14748660000623204],0,,,0,,,0,,,0,48,48,48,18.0574115000054,,,,,,,,,18.044866800002637,18.0574115000054,18.15301599999657,18.15423759999976,18.173395599995274,18.173395599995274,18.173395599995274,18.173395599995274,18.173395599995274,18.173395599995274,18.321357799999532,0,,,0,,,1,[0.14747999999963213],[0.14748660000623204],0,,,0,,,0,,,fear,0,,,043829,001,2025-12-06_18h52.17.328,faces_experiment,,2025.1.1,None,2025-12-06 18h52.22.000459 +0100,
faces/168_m_f_n_b.jpg,neutral,49,49,0,0,,,0,,,1,[0.04979020000610035],[0.04979750000347849],0,,,0,,,0,,,0,49,49,69,18.4888290999952,,,,,,,,,18.474368800001685,18.4888290999952,18.583897399992566,18.584188399996492,18.604677600000286,18.604677600000286,18.604677600000286,18.604677600000286,18.604677600000286,18.604677600000286,18.654898399996455,0,,,0,,,1,[0.04979020000610035],[0.04979750000347849],0,,,0,,,0,,,fear,0,,,043829,001,2025-12-06_18h52.17.328,faces_experiment,,2025.1.1,None,2025-12-06 18h52.22.000459 +0100,
faces/140_y_f_h_b.jpg,happiness,50,50,0,0,,,0,,,1,[0.08342599999741651],[0.0834337999986019],0,,,0,,,0,,,0,50,50,55,18.788751500003855,,,,,,,,,18.777837999994517,18.788751500003855,18.916470399999525,18.91707470000256,18.93866590000107,18.93866590000107,18.93866590000107,18.93866590000107,18.93866590000107,18.93866590000107,19.022730099997716,0,,,0,,,1,[0.08342599999741651],[0.0834337999986019],0,,,0,,,0,,,fear,0,,,043829,001,2025-12-06_18h52.17.328,faces_experiment,,2025.1.1,None,2025-12-06 18h52.22.000459 +0100,
faces/079_o_f_d_a.jpg,disgust,51,51,0,0,,,0,,,1,[0.07499779999488965],[0.0750047000037739],0,,,0,,,0,,,0,51,51,26,19.164499499995145,,,,,,,,,19.154293600004166,19.164499499995145,19.279231399996206,19.280460099995253,19.299602999992203,19.299602999992203,19.299602999992203,19.299602999992203,19.299602999992203,19.299602999992203,19.37519489999977,0,,,0,,,1,[0.07499779999488965],[0.0750047000037739],0,,,0,,,0,,,fear,0,,,043829,001,2025-12-06_18h52.17.328,faces_experiment,,2025.1.1,None,2025-12-06 18h52.22.000459 +0100,
faces/004_o_m_a_b.jpg,anger,52,52,0,0,,,0,,,1,[0.13101120000646915],[0.13102329999674112],0,,,0,,,0,,,0,52,52,1,19.500452399995993,,,,,,,,,19.490905500002555,19.500452399995993,19.632826999993995,19.63399990000471,19.64797780000663,19.64797780000663,19.64797780000663,19.64797780000663,19.64797780000663,19.64797780000663,19.779737399992882,0,,,0,,,1,[0.13101120000646915],[0.13102329999674112],0,,,0,,,0,,,fear,0,,,043829,001,2025-12-06_18h52.17.328,faces_experiment,,2025.1.1,None,2025-12-06 18h52.22.000459 +0100,
faces/116_m_m_a_a.jpg,anger,53,53,0,0,,,0,,,1,[0.05104429999482818],[0.05105069999990519],0,,,0,,,0,,,0,53,53,36,19.899821600003634,,,,,,,,,19.890557299993816,19.899821600003634,20.050564299992402,20.051436699999613,20.064158499997575,20.064158499997575,20.064158499997575,20.064158499997575,20.064158499997575,20.064158499997575,20.115751200006343,0,,,0,,,1,[0.05104429999482818],[0.05105069999990519],0,,,0,,,0,,,fear,0,,,043829,001,2025-12-06_18h52.17.328,faces_experiment,,2025.1.1,None,2025-12-06 18h52.22.000459 +0100,
faces/140_y_f_n_b.jpg,neutral,54,54,0,0,,,0,,,1,[0.08436249999795109],[0.08436809999693651],0,,,0,,,0,,,0,54,54,57,20.248432199994568,,,,,,,,,20.239400999998907,20.248432199994568,20.37618009999278,20.37674629999674,20.397325800004182,20.397325800004182,20.397325800004182,20.397325800004182,20.397325800004182,20.397325800004182,20.482230099994922,0,,,0,,,1,[0.08436249999795109],[0.08436809999693651],0,,,0,,,0,,,fear,0,,,043829,001,2025-12-06_18h52.17.328,faces_experiment,,2025.1.1,None,2025-12-06 18h52.22.000459 +0100,
faces/079_o_f_a_a.jpg,anger,55,55,0,0,,,0,,,1,[0.15365949999250006],[0.15366999999969266],0,,,0,,,0,,,0,55,55,24,20.605095399994752,,,,,,,,,20.595663400003104,20.605095399994752,20.73852280000574,20.739654499993776,20.75158100000408,20.75158100000408,20.75158100000408,20.75158100000408,20.75158100000408,20.75158100000408,20.90581480000401,0,,,0,,,1,[0.15365949999250006],[0.15366999999969266],0,,,0,,,0,,,fear,0,,,043829,001,2025-12-06_18h52.17.328,faces_experiment,,2025.1.1,None,2025-12-06 18h52.22.000459 +0100,
faces/079_o_f_d_b.jpg,disgust,56,56,0,0,,,0,,,1,[0.09549669999978505],[0.09550350000790786],0,,,0,,,0,,,0,56,56,27,21.03352709999308,,,,,,,,,21.023834599996917,21.03352709999308,21.16233259999717,21.163884099994902,21.184731899993494,21.184731899993494,21.184731899993494,21.184731899993494,21.184731899993494,21.184731899993494,21.280778700005612,0,,,0,,,1,[0.09549669999978505],[0.09550350000790786],0,,,0,,,0,,,fear,0,,,043829,001,2025-12-06_18h52.17.328,faces_experiment,,2025.1.1,None,2025-12-06 18h52.22.000459 +0100,
faces/116_m_m_h_a.jpg,happiness,57,57,0,0,,,0,,,1,[0.13990719999128487],[0.13991480000549927],0,,,0,,,0,,,0,57,57,42,21.407323899999028,,,,,,,,,21.397200299994438,21.407323899999028,21.53680849999364,21.538104299994302,21.55069889999868,21.55069889999868,21.55069889999868,21.55069889999868,21.55069889999868,21.55069889999868,21.691061299992725,0,,,0,,,1,[0.13990719999128487],[0.13991480000549927],0,,,0,,,0,,,fear,0,,,043829,001,2025-12-06_18h52.17.328,faces_experiment,,2025.1.1,None,2025-12-06 18h52.22.000459 +0100,
faces/066_y_m_f_a.jpg,fear,58,58,0,0,,,0,,,1,[0.03597240000090096],[0.03597799999988638],0,,,0,,,0,,,0,58,58,16,21.793516100005945,,,,,,,,,21.784505999996327,21.793516100005945,21.954051299995626,21.954575399999158,21.97509120000177,21.97509120000177,21.97509120000177,21.97509120000177,21.97509120000177,21.97509120000177,22.012214100002893,0,,,0,,,1,[0.03597240000090096],[0.03597799999988638],0,,,0,,,0,,,fear,1,,,043829,001,2025-12-06_18h52.17.328,faces_experiment,,2025.1.1,None,2025-12-06 18h52.22.000459 +0100,
faces/140_y_f_d_a.jpg,disgust,59,59,0,0,,,0,,,1,[0.08898870000848547],[0.08899889999884181],0,,,0,,,0,,,0,59,59,50,22.141383700000006,,,,,,,,,22.13158050000493,22.141383700000006,22.276179599997704,22.277469399996335,22.297348199994303,22.297348199994303,22.297348199994303,22.297348199994303,22.297348199994303,22.297348199994303,22.387196399999084,0,,,0,,,1,[0.08898870000848547],[0.08899889999884181],0,,,0,,,0,,,fear,0,,,043829,001,2025-12-06_18h52.17.328,faces_experiment,,2025.1.1,None,2025-12-06 18h52.22.000459 +0100,
faces/004_o_m_f_a.jpg,fear,60,60,0,0,,,0,,,1,[0.03794170000765007],[0.03795019999961369],0,,,0,,,0,,,0,60,60,4,22.51697630000126,,,,,,,,,22.506882000001497,22.51697630000126,22.64913130000059,22.64956859999802,22.66252290000557,22.66252290000557,22.66252290000557,22.66252290000557,22.66252290000557,22.66252290000557,22.70103559999552,0,,,0,,,1,[0.03794170000765007],[0.03795019999961369],0,,,0,,,0,,,fear,1,,,043829,001,2025-12-06_18h52.17.328,faces_experiment,,2025.1.1,None,2025-12-06 18h52.22.000459 +0100,
faces/079_o_f_n_a.jpg,neutral,61,61,0,0,,,0,,,1,[0.03562209999654442],[0.035628300000098534],0,,,0,,,0,,,0,61,61,32,22.829082800002652,,,,,,,,,22.81945270000142,22.829082800002652,22.961712200005422,22.962659700002405,22.975854200005415,22.975854200005415,22.975854200005415,22.975854200005415,22.975854200005415,22.975854200005415,23.011928399995668,0,,,0,,,1,[0.03562209999654442],[0.035628300000098534],0,,,0,,,0,,,fear,0,,,043829,001,2025-12-06_18h52.17.328,faces_experiment,,2025.1.1,None,2025-12-06 18h52.22.000459 +0100,
faces/140_y_f_f_a.jpg,fear,62,62,0,0,,,0,,,1,[0.035843599995132536],[0.03584850000333972],0,,,0,,,0,,,0,62,62,52,23.143947799995658,,,,,,,,,23.131822399998782,23.143947799995658,23.274304899998242,23.274589900000137,23.287407099996926,23.287407099996926,23.287407099996926,23.287407099996926,23.287407099996926,23.287407099996926,23.32365170000412,0,,,0,,,1,[0.035843599995132536],[0.03584850000333972],0,,,0,,,0,,,fear,1,,,043829,001,2025-12-06_18h52.17.328,faces_experiment,,2025.1.1,None,2025-12-06 18h52.22.000459 +0100,
faces/168_m_f_s_a.jpg,sadness,63,63,0,0,,,0,,,1,[0.03794680000282824],[0.037952600003336556],0,,,0,,,0,,,0,63,63,70,23.444324700001744,,,,,,,,,23.435156599996844,23.444324700001744,23.59451939999417,23.594905000005383,23.608996599999955,23.608996599999955,23.608996599999955,23.608996599999955,23.608996599999955,23.608996599999955,23.647469899995485,0,,,0,,,1,[0.03794680000282824],[0.037952600003336556],0,,,0,,,0,,,fear,0,,,043829,001,2025-12-06_18h52.17.328,faces_experiment,,2025.1.1,None,2025-12-06 18h52.22.000459 +0100,
faces/066_y_m_a_b.jpg,anger,64,64,0,0,,,0,,,1,[0.04732480000529904],[0.04733100000885315],0,,,0,,,0,,,0,64,64,13,23.773630499999854,,,,,,,,,23.76425069999823,23.773630499999854,23.90714239999943,23.907565999994404,23.921818200004054,23.921818200004054,23.921818200004054,23.921818200004054,23.921818200004054,23.921818200004054,23.96967200000654,0,,,0,,,1,[0.04732480000529904],[0.04733100000885315],0,,,0,,,0,,,fear,0,,,043829,001,2025-12-06_18h52.17.328,faces_experiment,,2025.1.1,None,2025-12-06 18h52.22.000459 +0100,
faces/168_m_f_d_b.jpg,disgust,65,65,0,0,,,0,,,1,[0.133719999997993],[0.1337294999975711],0,,,0,,,0,,,0,65,65,63,24.08838279999327,,,,,,,,,24.079111099999864,24.08838279999327,24.23247590000392,24.2333290999959,24.253848699998343,24.253848699998343,24.253848699998343,24.253848699998343,24.253848699998343,24.253848699998343,24.38817520000157,0,,,0,,,1,[0.133719999997993],[0.1337294999975711],0,,,0,,,0,,,fear,0,,,043829,001,2025-12-06_18h52.17.328,faces_experiment,,2025.1.1,None,2025-12-06 18h52.22.000459 +0100,
faces/004_o_m_s_a.jpg,sadness,66,66,0,0,,,0,,,1,[0.05543720000423491],[0.05544290000398178],0,,,0,,,0,,,0,66,66,10,24.496751600003336,,,,,,,,,24.48729099999764,24.496751600003336,24.643609699996887,24.643899100003182,24.65818600000057,24.65818600000057,24.65818600000057,24.65818600000057,24.65818600000057,24.65818600000057,24.714191899998696,0,,,0,,,1,[0.05543720000423491],[0.05544290000398178],0,,,0,,,0,,,fear,0,,,043829,001,2025-12-06_18h52.17.328,faces_experiment,,2025.1.1,None,2025-12-06 18h52.22.000459 +0100,
faces/116_m_m_s_b.jpg,sadness,67,67,0,0,,,0,,,1,[0.15413809999881778],[0.15414240000245627],0,,,0,,,0,,,0,67,67,47,24.821831599998404,,,,,,,,,24.81164159999753,24.821831599998404,24.96981880000385,24.97077430000354,24.982979799999157,24.982979799999157,24.982979799999157,24.982979799999157,24.982979799999157,24.982979799999157,25.137528499995824,0,,,0,,,1,[0.15413809999881778],[0.15414240000245627],0,,,0,,,0,,,fear,0,,,043829,001,2025-12-06_18h52.17.328,faces_experiment,,2025.1.1,None,2025-12-06 18h52.22.000459 +0100,
faces/004_o_m_h_b.jpg,happiness,68,68,0,0,,,0,,,1,[0.23074259998975322],[0.23075029999017715],0,,,0,,,0,,,0,68,68,7,25.238391399994725,,,,,,,,,25.228949099997408,25.238391399994725,25.393065299998852,25.394294300000183,25.406947299998137,25.406947299998137,25.406947299998137,25.406947299998137,25.406947299998137,25.406947299998137,25.63821910000115,0,,,0,,,1,[0.23074259998975322],[0.23075029999017715],0,,,0,,,0,,,fear,0,,,043829,001,2025-12-06_18h52.17.328,faces_experiment,,2025.1.1,None,2025-12-06 18h52.22.000459 +0100,
faces/140_y_f_n_a.jpg,neutral,69,69,0,0,,,0,,,1,[0.07364779998897575],[0.07365719998779241],0,,,0,,,0,,,0,69,69,56,25.761870400005137,,,,,,,,,25.75310269999318,25.761870400005137,25.894487099998514,25.896056300000055,25.91596450000361,25.91596450000361,25.91596450000361,25.91596450000361,25.91596450000361,25.91596450000361,25.990349700005027,0,,,0,,,1,[0.07364779998897575],[0.07365719998779241],0,,,0,,,0,,,fear,0,,,043829,001,2025-12-06_18h52.17.328,faces_experiment,,2025.1.1,None,2025-12-06 18h52.22.000459 +0100,
faces/116_m_m_h_b.jpg,happiness,70,70,0,0,,,0,,,1,[0.06241230000159703],[0.062421700000413693],0,,,0,,,0,,,0,70,70,43,26.206971699997666,,,,,,,,,26.196194899996044,26.206971699997666,26.240833499992732,26.24119729999802,26.26109230000293,26.26109230000293,26.26109230000293,26.26109230000293,26.26109230000293,26.26109230000293,26.324185299992678,0,,,0,,,1,[0.06241230000159703],[0.062421700000413693],0,,,0,,,0,,,fear,0,,,043829,001,2025-12-06_18h52.17.328,faces_experiment,,2025.1.1,None,2025-12-06 18h52.22.000459 +0100,
faces/116_m_m_d_b.jpg,disgust,71,71,0,0,,,0,,,1,[0.05414199999358971],[0.054153999997652136],0,,,0,,,0,,,0,71,71,39,26.537128800002392,,,,,,,,,26.522371999992174,26.537128800002392,26.586326000004192,26.586686399998143,26.604969399995753,26.604969399995753,26.604969399995753,26.604969399995753,26.604969399995753,26.604969399995753,26.659957199997734,0,,,0,,,1,[0.05414199999358971],[0.054153999997652136],0,,,0,,,0,,,fear,0,,,043829,001,2025-12-06_18h52.17.328,faces_experiment,,2025.1.1,None,2025-12-06 18h52.22.000459 +0100,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.66031039999507,26.66906879999442,,,,,,,,,
