image_file,correct_emotion,thisN,thisTrialN,thisRepN,btn_anger_2.numClicks,btn_anger_2.timesOn,btn_anger_2.timesOff,btn_disgust_2.numClicks,btn_disgust_2.timesOn,btn_disgust_2.timesOff,btn_fear_2.numClicks,btn_fear_2.timesOn,btn_fear_2.timesOff,btn_happiness_2.numClicks,btn_happiness_2.timesOn,btn_happiness_2.timesOff,btn_neutrality_2.numClicks,btn_neutrality_2.timesOn,btn_neutrality_2.timesOff,btn_sadness_2.numClicks,btn_sadness_2.timesOn,btn_sadness_2.timesOff,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,introduction.started,introduction_text.started,btn_start.started,introduction.stopped,btn_start.numClicks,btn_start.timesOn,btn_start.timesOff,trial_face.started,trial_face.stopped,trial_response.started,btn_anger_2.started,btn_disgust_2.started,btn_fear_2.started,btn_happiness_2.started,btn_neutrality_2.started,btn_sadness_2.started,trial_response.stopped,trials.btn_anger_2.numClicks,trials.btn_anger_2.timesOn,trials.btn_anger_2.timesOff,trials.btn_disgust_2.numClicks,trials.btn_disgust_2.timesOn,trials.btn_disgust_2.timesOff,trials.btn_fear_2.numClicks,trials.btn_fear_2.timesOn,trials.btn_fear_2.timesOff,trials.btn_happiness_2.numClicks,trials.btn_happiness_2.timesOn,trials.btn_happiness_2.timesOff,clickedEmotion,correct,trials.btn_neutrality_2.numClicks,trials.btn_neutrality_2.timesOn,trials.btn_neutrality_2.timesOff,trials.btn_sadness_2.numClicks,trials.btn_sadness_2.timesOn,trials.btn_sadness_2.timesOff,image_stim.started,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
faces/168_m_f_f_b.jpg,fear,19,19,0,0,,,1,[0.06502009999530856],[0.06502799999725539],0,,,0,,,0,,,0,,,0,19,19,65,13.504968099994585,,,,,,,,,13.490640199990594,13.559403699997347,13.560284999999567,13.576858199987328,13.576858199987328,13.576858199987328,13.576858199987328,13.576858199987328,13.576858199987328,13.642571899996256,0,,,1,[0.06502009999530856],[0.06502799999725539],0,,,0,,,disgust,0,0,,,0,,,13.504968099994585,506656,001,2025-12-06_16h58.07.870,faces_experiment,,2025.1.1,None,2025-12-06 16h58.17.153407 +0100,
faces/168_m_f_s_b.jpg,sadness,20,20,0,0,,,1,[0.043470199991133995],[0.0434802999952808],0,,,0,,,0,,,0,,,0,20,20,71,13.879102399994736,,,,,,,,,13.864980499987723,13.893107699987013,13.893378599997959,13.909191399987321,13.909191399987321,13.909191399987321,13.909191399987321,13.909191399987321,13.909191399987321,13.953802299991366,0,,,1,[0.043470199991133995],[0.0434802999952808],0,,,0,,,disgust,0,0,,,0,,,13.879102399994736,506656,001,2025-12-06_16h58.07.870,faces_experiment,,2025.1.1,None,2025-12-06 16h58.17.153407 +0100,
faces/066_y_m_d_a.jpg,disgust,21,21,0,0,,,1,[0.05855420000443701],[0.05856740000308491],0,,,0,,,0,,,0,,,0,21,21,14,14.191983599986997,,,,,,,,,14.177016799992998,14.20588169999246,14.20611599998665,14.224281499991775,14.224281499991775,14.224281499991775,14.224281499991775,14.224281499991775,14.224281499991775,14.28381179999269,0,,,1,[0.05855420000443701],[0.05856740000308491],0,,,0,,,disgust,1,0,,,0,,,14.191983599986997,506656,001,2025-12-06_16h58.07.870,faces_experiment,,2025.1.1,None,2025-12-06 16h58.17.153407 +0100,
faces/079_o_f_n_b.jpg,neutrality,22,22,0,0,,,1,[0.05900220001058187],[0.05901530000846833],0,,,0,,,0,,,0,,,0,22,22,33,14.468798199988669,,,,,,,,,14.456486199997016,14.546851399994921,14.548389899995527,14.567130999988876,14.567130999988876,14.567130999988876,14.567130999988876,14.567130999988876,14.567130999988876,14.627053199990769,0,,,1,[0.05900220001058187],[0.05901530000846833],0,,,0,,,disgust,0,0,,,0,,,14.468798199988669,506656,001,2025-12-06_16h58.07.870,faces_experiment,,2025.1.1,None,2025-12-06 16h58.17.153407 +0100,
faces/140_y_f_a_b.jpg,anger,23,23,0,0,,,1,[0.056798200006596744],[0.05680449999636039],0,,,0,,,0,,,0,,,0,23,23,49,14.854533899997477,,,,,,,,,14.841796699998667,14.88032129999192,14.881303299989668,14.90255219998653,14.90255219998653,14.90255219998653,14.90255219998653,14.90255219998653,14.90255219998653,14.960101899996516,0,,,1,[0.056798200006596744],[0.05680449999636039],0,,,0,,,disgust,0,0,,,0,,,14.854533899997477,506656,001,2025-12-06_16h58.07.870,faces_experiment,,2025.1.1,None,2025-12-06 16h58.17.153407 +0100,
faces/004_o_m_h_b.jpg,happiness,24,24,0,0,,,1,[0.020318099996075034],[0.020327300007920712],0,,,0,,,0,,,0,,,0,24,24,7,15.190779599986854,,,,,,,,,15.176252299992484,15.22295289998874,15.223365300000296,15.242761499990593,15.242761499990593,15.242761499990593,15.242761499990593,15.242761499990593,15.242761499990593,15.263919199991506,0,,,1,[0.020318099996075034],[0.020327300007920712],0,,,0,,,disgust,0,0,,,0,,,15.190779599986854,506656,001,2025-12-06_16h58.07.870,faces_experiment,,2025.1.1,None,2025-12-06 16h58.17.153407 +0100,
faces/066_y_m_d_b.jpg,disgust,25,25,0,0,,,1,[0.0815712000039639],[0.08158030000049621],0,,,0,,,0,,,0,,,0,25,25,15,15.442877800000133,,,,,,,,,15.43024489999516,15.521189699997194,15.522175599995535,15.542186399994534,15.542186399994534,15.542186399994534,15.542186399994534,15.542186399994534,15.542186399994534,15.624736399986432,0,,,1,[0.0815712000039639],[0.08158030000049621],0,,,0,,,disgust,1,0,,,0,,,15.442877800000133,506656,001,2025-12-06_16h58.07.870,faces_experiment,,2025.1.1,None,2025-12-06 16h58.17.153407 +0100,
faces/140_y_f_a_a.jpg,anger,26,26,0,0,,,1,[0.07603920000838116],[0.07604900001024362],0,,,0,,,0,,,0,,,0,26,26,48,15.87772339998628,,,,,,,,,15.867474799990305,15.877938099991297,15.87850449999678,15.895857099996647,15.895857099996647,15.895857099996647,15.895857099996647,15.895857099996647,15.895857099996647,15.972677199999453,0,,,1,[0.07603920000838116],[0.07604900001024362],0,,,0,,,disgust,0,0,,,0,,,15.87772339998628,506656,001,2025-12-06_16h58.07.870,faces_experiment,,2025.1.1,None,2025-12-06 16h58.17.153407 +0100,
faces/116_m_m_f_a.jpg,fear,27,27,0,0,,,1,[0.07710509999014903],[0.07711410000047181],0,,,0,,,0,,,0,,,0,27,27,40,16.21621069998946,,,,,,,,,16.201923000000534,16.230229699998745,16.231070499998168,16.24926859998959,16.24926859998959,16.24926859998959,16.24926859998959,16.24926859998959,16.24926859998959,16.32735259999754,0,,,1,[0.07710509999014903],[0.07711410000047181],0,,,0,,,disgust,0,0,,,0,,,16.21621069998946,506656,001,2025-12-06_16h58.07.870,faces_experiment,,2025.1.1,None,2025-12-06 16h58.17.153407 +0100,
faces/079_o_f_h_a.jpg,happiness,28,28,0,0,,,1,[0.0358466000034241],[0.03585519999614917],0,,,0,,,0,,,0,,,0,28,28,30,16.58645129999786,,,,,,,,,16.57364749998669,16.586712399992393,16.587181700000656,16.604195799998706,16.604195799998706,16.604195799998706,16.604195799998706,16.604195799998706,16.604195799998706,16.640811499994015,0,,,1,[0.0358466000034241],[0.03585519999614917],0,,,0,,,disgust,0,0,,,0,,,16.58645129999786,506656,001,2025-12-06_16h58.07.870,faces_experiment,,2025.1.1,None,2025-12-06 16h58.17.153407 +0100,
faces/004_o_m_s_b.jpg,sadness,29,29,0,0,,,1,[0.0006584999937331304],[0.0006670000002486631],0,,,0,,,0,,,0,,,0,29,29,11,16.897380199996405,,,,,,,,,16.883701499988092,16.897598600000492,16.89815439999802,16.91513059999852,16.91513059999852,16.91513059999852,16.91513059999852,16.91513059999852,16.91513059999852,16.916557799995644,0,,,1,[0.0006584999937331304],[0.0006670000002486631],0,,,0,,,disgust,0,0,,,0,,,16.897380199996405,506656,001,2025-12-06_16h58.07.870,faces_experiment,,2025.1.1,None,2025-12-06 16h58.17.153407 +0100,
faces/004_o_m_f_b.jpg,fear,30,30,0,0,,,1,[0.0739711000060197],[0.07397830000263639],0,,,0,,,0,,,0,,,0,30,30,5,17.123017499994603,,,,,,,,,17.109203599989996,17.17477849998977,17.175084999995306,17.188363900000695,17.188363900000695,17.188363900000695,17.188363900000695,17.188363900000695,17.188363900000695,17.262983799999347,0,,,1,[0.0739711000060197],[0.07397830000263639],0,,,0,,,disgust,0,0,,,0,,,17.123017499994603,506656,001,2025-12-06_16h58.07.870,faces_experiment,,2025.1.1,None,2025-12-06 16h58.17.153407 +0100,
faces/140_y_f_f_b.jpg,fear,31,31,0,0,,,1,[0.06043770001269877],[0.060446700008469634],0,,,0,,,0,,,0,,,0,31,31,53,17.45427849999396,,,,,,,,,17.441824499997892,17.516262699995423,17.5168554999982,17.538661899990984,17.538661899990984,17.538661899990984,17.538661899990984,17.538661899990984,17.538661899990984,17.600061799996183,0,,,1,[0.06043770001269877],[0.060446700008469634],0,,,0,,,disgust,0,0,,,0,,,17.45427849999396,506656,001,2025-12-06_16h58.07.870,faces_experiment,,2025.1.1,None,2025-12-06 16h58.17.153407 +0100,
faces/004_o_m_a_a.jpg,anger,32,32,0,0,,,1,[0.060781199994380586],[0.06079449999378994],0,,,0,,,0,,,0,,,0,32,32,0,17.831627899999148,,,,,,,,,17.818154299995513,17.86333029999514,17.864314999998896,17.88651139999274,17.88651139999274,17.88651139999274,17.88651139999274,17.88651139999274,17.88651139999274,17.948293299996294,0,,,1,[0.060781199994380586],[0.06079449999378994],0,,,0,,,disgust,0,0,,,0,,,17.831627899999148,506656,001,2025-12-06_16h58.07.870,faces_experiment,,2025.1.1,None,2025-12-06 16h58.17.153407 +0100,
faces/116_m_m_s_b.jpg,sadness,33,33,0,0,,,0,,,1,[0.9152797999995528],[0.9152897000021767],0,,,0,,,0,,,0,33,33,47,18.178212099999655,,,,,,,,,18.16441699999268,18.2108700999961,18.21196419998887,18.23228269998799,18.23228269998799,18.23228269998799,18.23228269998799,18.23228269998799,18.23228269998799,19.148337099992204,0,,,0,,,1,[0.9152797999995528],[0.9152897000021767],0,,,fear,0,0,,,0,,,18.178212099999655,506656,001,2025-12-06_16h58.07.870,faces_experiment,,2025.1.1,None,2025-12-06 16h58.17.153407 +0100,
faces/168_m_f_h_a.jpg,happiness,34,34,0,0,,,0,,,0,,,0,,,1,[0.6507312000030652],[0.6507417999964673],0,,,0,34,34,66,19.37054749998788,,,,,,,,,19.358218299996224,19.404598699999042,19.404870399986976,19.42329459999746,19.42329459999746,19.42329459999746,19.42329459999746,19.42329459999746,19.42329459999746,20.07459669999662,0,,,0,,,0,,,0,,,neutrality,0,1,[0.6507312000030652],[0.6507417999964673],0,,,19.37054749998788,506656,001,2025-12-06_16h58.07.870,faces_experiment,,2025.1.1,None,2025-12-06 16h58.17.153407 +0100,
faces/140_y_f_h_a.jpg,happiness,35,35,0,0,,,0,,,0,,,1,[0.6610478999937186],[0.6610575999948196],0,,,0,,,0,35,35,54,20.38309499999741,,,,,,,,,20.35840099999041,20.358474900000147,20.35980059999565,20.38309499999741,20.38309499999741,20.38309499999741,20.38309499999741,20.38309499999741,20.38309499999741,21.044756999996025,0,,,0,,,0,,,1,[0.6610478999937186],[0.6610575999948196],happiness,1,0,,,0,,,,506656,001,2025-12-06_16h58.07.870,faces_experiment,,2025.1.1,None,2025-12-06 16h58.17.153407 +0100,
faces/004_o_m_s_a.jpg,sadness,36,36,0,0,,,0,,,0,,,1,[0.15563799999654293],[0.15564539999468252],0,,,0,,,0,36,36,10,21.2620797999989,,,,,,,,,21.25055749999592,21.297498799991445,21.297702099996968,21.310279699988314,21.310279699988314,21.310279699988314,21.310279699988314,21.310279699988314,21.310279699988314,21.466361499988125,0,,,0,,,0,,,1,[0.15563799999654293],[0.15564539999468252],happiness,0,0,,,0,,,21.2620797999989,506656,001,2025-12-06_16h58.07.870,faces_experiment,,2025.1.1,None,2025-12-06 16h58.17.153407 +0100,
faces/116_m_m_a_a.jpg,anger,37,37,0,0,,,0,,,0,,,0,,,1,[0.2761726000026101],[0.2761830999952508],0,,,0,37,37,36,21.63227449999249,,,,,,,,,21.619909099987126,21.727809499992873,21.72822229999292,21.74889359998633,21.74889359998633,21.74889359998633,21.74889359998633,21.74889359998633,21.74889359998633,22.025658699989435,0,,,0,,,0,,,0,,,neutrality,0,1,[0.2761726000026101],[0.2761830999952508],0,,,21.63227449999249,506656,001,2025-12-06_16h58.07.870,faces_experiment,,2025.1.1,None,2025-12-06 16h58.17.153407 +0100,
faces/004_o_m_d_b.jpg,disgust,38,38,0,0,,,1,[0.40439389999664854],[0.4044334000063827],0,,,0,,,0,,,0,,,0,38,38,3,22.252171499989345,,,,,,,,,22.238260399986757,22.280711799990968,22.28098849998787,22.300142599997343,22.300142599997343,22.300142599997343,22.300142599997343,22.300142599997343,22.300142599997343,22.70548429999326,0,,,1,[0.40439389999664854],[0.4044334000063827],0,,,0,,,disgust,1,0,,,0,,,22.252171499989345,506656,001,2025-12-06_16h58.07.870,faces_experiment,,2025.1.1,None,2025-12-06 16h58.17.153407 +0100,
