image_file,correct_emotion,thisN,thisTrialN,thisRepN,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,introduction.started,introduction_text.started,btn_start.started,introduction.stopped,btn_start.numClicks,btn_start.timesOn,btn_start.timesOff,trial.started,imageStim.started,btn_anger.started,btn_disgust.started,btn_fear.started,btn_happiness.started,btn_neutrality.started,btn_sadness.started,imageStim.stopped,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,0.007939100003568456,0.012578100024256855,0.012578100024256855,1.3752695000148378,1,[1.3625662999984343],[1.3625698999967426],,,,,,,,,,347940,001,2025-12-05_15h52.51.388,faces_experiment,,2025.1.1,128.85286164278617,2025-12-05 15h52.54.205310 +0100,
faces/004_o_m_s_b.jpg,sadness,0,0,0,0,0,0,11,1.5495328000106383,,,,,,,,,1.521060099999886,1.5495328000106383,1.5495328000106383,1.5495328000106383,1.5495328000106383,1.5495328000106383,1.5495328000106383,1.5495328000106383,1.7922298000194132,,,,,,,,,
