image_file,correct_emotion,thisN,thisTrialN,thisRepN,btn_anger.numClicks,btn_anger.timesOn,btn_anger.timesOff,btn_disgust.numClicks,btn_disgust.timesOn,btn_disgust.timesOff,btn_fear.numClicks,btn_fear.timesOn,btn_fear.timesOff,btn_happiness.numClicks,btn_happiness.timesOn,btn_happiness.timesOff,btn_neutrality.numClicks,btn_neutrality.timesOn,btn_neutrality.timesOff,btn_sadness.numClicks,btn_sadness.timesOn,btn_sadness.timesOff,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,introduction.started,introduction_text.started,btn_start.started,introduction_text.stopped,introduction.stopped,btn_start.numClicks,btn_start.timesOn,btn_start.timesOff,trial.started,imageStim.started,btn_anger.started,btn_disgust.started,btn_fear.started,btn_happiness.started,btn_neutrality.started,btn_sadness.started,imageStim.stopped,trial.stopped,trials.btn_anger.numClicks,trials.btn_anger.timesOn,trials.btn_anger.timesOff,clickedEmotion,correct,trials.btn_disgust.numClicks,trials.btn_disgust.timesOn,trials.btn_disgust.timesOff,trials.btn_fear.numClicks,trials.btn_fear.timesOn,trials.btn_fear.timesOff,trials.btn_happiness.numClicks,trials.btn_happiness.timesOn,trials.btn_happiness.timesOff,trials.btn_neutrality.numClicks,trials.btn_neutrality.timesOn,trials.btn_neutrality.timesOff,trials.btn_sadness.numClicks,trials.btn_sadness.timesOn,trials.btn_sadness.timesOff,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
faces/116_m_m_f_a.jpg,fear,39,39,0,0,,,1,[0.18234939998365007],[0.1823543999926187],0,,,0,,,0,,,0,,,0,39,39,40,11.105990999989444,,,,,,,,,,11.096025400009239,11.105990999989444,11.105990999989444,11.105990999989444,11.105990999989444,11.105990999989444,11.105990999989444,11.105990999989444,,11.288682199985487,0,,,disgust,0,1,[0.18234939998365007],[0.1823543999926187],0,,,0,,,0,,,0,,,pilot,001,2025-12-05_13h18.55.130,faces_experiment,,2025.1.1,None,2025-12-05 13h18.58.826935 +0100,
faces/079_o_f_s_b.jpg,sadness,40,40,0,0,,,1,[0.1800426999980118],[0.18006600000080653],0,,,0,,,0,,,0,,,0,40,40,35,11.378007099992828,,,,,,,,,,11.367479500011541,11.378007099992828,11.378007099992828,11.378007099992828,11.378007099992828,11.378007099992828,11.378007099992828,11.378007099992828,,11.55883629998425,0,,,disgust,0,1,[0.1800426999980118],[0.18006600000080653],0,,,0,,,0,,,0,,,pilot,001,2025-12-05_13h18.55.130,faces_experiment,,2025.1.1,None,2025-12-05 13h18.58.826935 +0100,
faces/116_m_m_n_a.jpg,neutrality,41,41,0,0,,,1,[0.024204600020311773],[0.024208699993323535],0,,,0,,,0,,,0,,,0,41,41,44,11.64548529998865,,,,,,,,,,11.636010599992005,11.64548529998865,11.64548529998865,11.64548529998865,11.64548529998865,11.64548529998865,11.64548529998865,11.64548529998865,,11.670049000007566,0,,,disgust,0,1,[0.024204600020311773],[0.024208699993323535],0,,,0,,,0,,,0,,,pilot,001,2025-12-05_13h18.55.130,faces_experiment,,2025.1.1,None,2025-12-05 13h18.58.826935 +0100,
faces/066_y_m_h_a.jpg,happiness,42,42,0,0,,,1,[0.04046129999915138],[0.04046429999289103],0,,,0,,,0,,,0,,,0,42,42,18,11.760291799990227,,,,,,,,,,11.743695199984359,11.760291799990227,11.760291799990227,11.760291799990227,11.760291799990227,11.760291799990227,11.760291799990227,11.760291799990227,,11.80107419998967,0,,,disgust,0,1,[0.04046129999915138],[0.04046429999289103],0,,,0,,,0,,,0,,,pilot,001,2025-12-05_13h18.55.130,faces_experiment,,2025.1.1,None,2025-12-05 13h18.58.826935 +0100,
faces/004_o_m_d_b.jpg,disgust,43,43,0,0,,,1,[0.0811835000058636],[0.08118730000569485],0,,,0,,,0,,,0,,,0,43,43,3,11.879243300005328,,,,,,,,,,11.871008699992672,11.879243300005328,11.879243300005328,11.879243300005328,11.879243300005328,11.879243300005328,11.879243300005328,11.879243300005328,,11.96076409998932,0,,,disgust,1,1,[0.0811835000058636],[0.08118730000569485],0,,,0,,,0,,,0,,,pilot,001,2025-12-05_13h18.55.130,faces_experiment,,2025.1.1,None,2025-12-05 13h18.58.826935 +0100,
faces/079_o_f_s_a.jpg,sadness,44,44,0,0,,,1,[0.054195100005017594],[0.05419840000104159],0,,,0,,,0,,,0,,,0,44,44,34,12.051823599991621,,,,,,,,,,12.040064500004519,12.051823599991621,12.051823599991621,12.051823599991621,12.051823599991621,12.051823599991621,12.051823599991621,12.051823599991621,,12.10634269998991,0,,,disgust,0,1,[0.054195100005017594],[0.05419840000104159],0,,,0,,,0,,,0,,,pilot,001,2025-12-05_13h18.55.130,faces_experiment,,2025.1.1,None,2025-12-05 13h18.58.826935 +0100,
faces/140_y_f_n_a.jpg,neutrality,45,45,0,0,,,1,[0.05747110000811517],[0.05748230000608601],0,,,0,,,0,,,0,,,0,45,45,56,12.196544800011907,,,,,,,,,,12.186978099984117,12.196544800011907,12.196544800011907,12.196544800011907,12.196544800011907,12.196544800011907,12.196544800011907,12.196544800011907,,12.25436299998546,0,,,disgust,0,1,[0.05747110000811517],[0.05748230000608601],0,,,0,,,0,,,0,,,pilot,001,2025-12-05_13h18.55.130,faces_experiment,,2025.1.1,None,2025-12-05 13h18.58.826935 +0100,
faces/168_m_f_h_b.jpg,happiness,46,46,0,0,,,1,[0.05549389999941923],[0.05549930001143366],0,,,0,,,0,,,0,,,0,46,46,67,12.33701449999353,,,,,,,,,,12.32773650001036,12.33701449999353,12.33701449999353,12.33701449999353,12.33701449999353,12.33701449999353,12.33701449999353,12.33701449999353,,12.392869500006782,0,,,disgust,0,1,[0.05549389999941923],[0.05549930001143366],0,,,0,,,0,,,0,,,pilot,001,2025-12-05_13h18.55.130,faces_experiment,,2025.1.1,None,2025-12-05 13h18.58.826935 +0100,
faces/168_m_f_s_a.jpg,sadness,47,47,0,0,,,1,[0.0725520999985747],[0.0725553999945987],0,,,0,,,0,,,0,,,0,47,47,70,12.472541299997829,,,,,,,,,,12.463162200001534,12.472541299997829,12.472541299997829,12.472541299997829,12.472541299997829,12.472541299997829,12.472541299997829,12.472541299997829,,12.545409999991534,0,,,disgust,0,1,[0.0725520999985747],[0.0725553999945987],0,,,0,,,0,,,0,,,pilot,001,2025-12-05_13h18.55.130,faces_experiment,,2025.1.1,None,2025-12-05 13h18.58.826935 +0100,
faces/066_y_m_n_b.jpg,neutrality,48,48,0,0,,,1,[0.06988019999698736],[0.06988349999301136],0,,,0,,,0,,,0,,,0,48,48,21,12.626851999986684,,,,,,,,,,12.616941299987957,12.626851999986684,12.626851999986684,12.626851999986684,12.626851999986684,12.626851999986684,12.626851999986684,12.626851999986684,,12.697045899985824,0,,,disgust,0,1,[0.06988019999698736],[0.06988349999301136],0,,,0,,,0,,,0,,,pilot,001,2025-12-05_13h18.55.130,faces_experiment,,2025.1.1,None,2025-12-05 13h18.58.826935 +0100,
faces/079_o_f_h_b.jpg,happiness,49,49,0,0,,,1,[0.055194799992023036],[0.055197699985001236],0,,,0,,,0,,,0,,,0,49,49,31,12.78793669998413,,,,,,,,,,12.77633490000153,12.78793669998413,12.78793669998413,12.78793669998413,12.78793669998413,12.78793669998413,12.78793669998413,12.78793669998413,,12.843454099987866,0,,,disgust,0,1,[0.055194799992023036],[0.055197699985001236],0,,,0,,,0,,,0,,,pilot,001,2025-12-05_13h18.55.130,faces_experiment,,2025.1.1,None,2025-12-05 13h18.58.826935 +0100,
faces/140_y_f_f_b.jpg,fear,50,50,0,0,,,1,[0.03391950001241639],[0.03392729998449795],0,,,0,,,0,,,0,,,0,50,50,53,12.933440699998755,,,,,,,,,,12.922589699999662,12.933440699998755,12.933440699998755,12.933440699998755,12.933440699998755,12.933440699998755,12.933440699998755,12.933440699998755,,12.967698099993868,0,,,disgust,0,1,[0.03391950001241639],[0.03392729998449795],0,,,0,,,0,,,0,,,pilot,001,2025-12-05_13h18.55.130,faces_experiment,,2025.1.1,None,2025-12-05 13h18.58.826935 +0100,
faces/116_m_m_a_a.jpg,anger,51,51,0,0,,,1,[0.07114449999062344],[0.07114800001727417],0,,,0,,,0,,,0,,,0,51,51,36,13.057067899993854,,,,,,,,,,13.045173599995906,13.057067899993854,13.057067899993854,13.057067899993854,13.057067899993854,13.057067899993854,13.057067899993854,13.057067899993854,,13.12852890000795,0,,,disgust,0,1,[0.07114449999062344],[0.07114800001727417],0,,,0,,,0,,,0,,,pilot,001,2025-12-05_13h18.55.130,faces_experiment,,2025.1.1,None,2025-12-05 13h18.58.826935 +0100,
faces/004_o_m_s_a.jpg,sadness,52,52,0,0,,,1,[0.05437480000546202],[0.05437820000224747],0,,,0,,,0,,,0,,,0,52,52,10,13.212192200007848,,,,,,,,,,13.201759499992477,13.212192200007848,13.212192200007848,13.212192200007848,13.212192200007848,13.212192200007848,13.212192200007848,13.212192200007848,,13.266895899985684,0,,,disgust,0,1,[0.05437480000546202],[0.05437820000224747],0,,,0,,,0,,,0,,,pilot,001,2025-12-05_13h18.55.130,faces_experiment,,2025.1.1,None,2025-12-05 13h18.58.826935 +0100,
faces/004_o_m_f_b.jpg,fear,53,53,0,0,,,1,[0.06337719998555258],[0.06338080001296476],0,,,0,,,0,,,0,,,0,53,53,5,13.356914200005122,,,,,,,,,,13.339248600008432,13.356914200005122,13.356914200005122,13.356914200005122,13.356914200005122,13.356914200005122,13.356914200005122,13.356914200005122,,13.420640299998922,0,,,disgust,0,1,[0.06337719998555258],[0.06338080001296476],0,,,0,,,0,,,0,,,pilot,001,2025-12-05_13h18.55.130,faces_experiment,,2025.1.1,None,2025-12-05 13h18.58.826935 +0100,
faces/168_m_f_d_a.jpg,disgust,54,54,0,0,,,1,[0.05680769999162294],[0.056811200018273667],0,,,0,,,0,,,0,,,0,54,54,62,13.507642599986866,,,,,,,,,,13.497612700011814,13.507642599986866,13.507642599986866,13.507642599986866,13.507642599986866,13.507642599986866,13.507642599986866,13.507642599986866,,13.56477920000907,0,,,disgust,1,1,[0.05680769999162294],[0.056811200018273667],0,,,0,,,0,,,0,,,pilot,001,2025-12-05_13h18.55.130,faces_experiment,,2025.1.1,None,2025-12-05 13h18.58.826935 +0100,
faces/140_y_f_s_a.jpg,sadness,55,55,0,0,,,1,[0.052471800008788705],[0.05247680001775734],0,,,0,,,0,,,0,,,0,55,55,58,13.672171199985314,,,,,,,,,,13.66310189999058,13.672171199985314,13.672171199985314,13.672171199985314,13.672171199985314,13.672171199985314,13.672171199985314,13.672171199985314,,13.725003900006413,0,,,disgust,0,1,[0.052471800008788705],[0.05247680001775734],0,,,0,,,0,,,0,,,pilot,001,2025-12-05_13h18.55.130,faces_experiment,,2025.1.1,None,2025-12-05 13h18.58.826935 +0100,
faces/168_m_f_n_b.jpg,neutrality,56,56,0,0,,,1,[0.04577460000291467],[0.04577870000503026],0,,,0,,,0,,,0,,,0,56,56,69,13.818496199994115,,,,,,,,,,13.801494799990905,13.818496199994115,13.818496199994115,13.818496199994115,13.818496199994115,13.818496199994115,13.818496199994115,13.818496199994115,,13.864747999992687,0,,,disgust,0,1,[0.04577460000291467],[0.04577870000503026],0,,,0,,,0,,,0,,,pilot,001,2025-12-05_13h18.55.130,faces_experiment,,2025.1.1,None,2025-12-05 13h18.58.826935 +0100,
faces/079_o_f_a_a.jpg,anger,57,57,0,0,,,1,[0.055431899992981926],[0.055435200018109754],0,,,0,,,0,,,0,,,0,57,57,24,13.96228149998933,,,,,,,,,,13.94682370001101,13.96228149998933,13.96228149998933,13.96228149998933,13.96228149998933,13.96228149998933,13.96228149998933,13.96228149998933,,14.018072700011544,0,,,disgust,0,1,[0.055431899992981926],[0.055435200018109754],0,,,0,,,0,,,0,,,pilot,001,2025-12-05_13h18.55.130,faces_experiment,,2025.1.1,None,2025-12-05 13h18.58.826935 +0100,
faces/079_o_f_h_a.jpg,happiness,58,58,0,0,,,1,[0.06808530000853352],[0.06809009998687543],0,,,0,,,0,,,0,,,0,58,58,30,14.115014599985443,,,,,,,,,,14.10176789999241,14.115014599985443,14.115014599985443,14.115014599985443,14.115014599985443,14.115014599985443,14.115014599985443,14.115014599985443,,14.183473999990383,0,,,disgust,0,1,[0.06808530000853352],[0.06809009998687543],0,,,0,,,0,,,0,,,pilot,001,2025-12-05_13h18.55.130,faces_experiment,,2025.1.1,None,2025-12-05 13h18.58.826935 +0100,
faces/066_y_m_n_a.jpg,neutrality,59,59,0,0,,,1,[0.19447419999050908],[0.19447819999186322],0,,,0,,,0,,,0,,,0,59,59,20,14.274448200012557,,,,,,,,,,14.260875400010264,14.274448200012557,14.274448200012557,14.274448200012557,14.274448200012557,14.274448200012557,14.274448200012557,14.274448200012557,,14.469288799999049,0,,,disgust,0,1,[0.19447419999050908],[0.19447819999186322],0,,,0,,,0,,,0,,,pilot,001,2025-12-05_13h18.55.130,faces_experiment,,2025.1.1,None,2025-12-05 13h18.58.826935 +0100,
faces/079_o_f_n_a.jpg,neutrality,60,60,0,0,,,1,[0.24114659999031574],[0.24114999998710118],0,,,0,,,0,,,0,,,0,60,60,32,14.567046499985736,,,,,,,,,,14.553727999998955,14.567046499985736,14.567046499985736,14.567046499985736,14.567046499985736,14.567046499985736,14.567046499985736,14.567046499985736,14.89908890001243,14.808533300005365,0,,,disgust,0,1,[0.24114659999031574],[0.24114999998710118],0,,,0,,,0,,,0,,,pilot,001,2025-12-05_13h18.55.130,faces_experiment,,2025.1.1,None,2025-12-05 13h18.58.826935 +0100,
faces/140_y_f_a_a.jpg,anger,61,61,0,0,,,1,[0.09476079998421483],[0.09476380000705831],0,,,0,,,0,,,0,,,0,61,61,48,14.89908890001243,,,,,,,,,,14.885406699992018,14.89908890001243,14.89908890001243,14.89908890001243,14.89908890001243,14.89908890001243,14.89908890001243,14.89908890001243,,14.99420439999085,0,,,disgust,0,1,[0.09476079998421483],[0.09476380000705831],0,,,0,,,0,,,0,,,pilot,001,2025-12-05_13h18.55.130,faces_experiment,,2025.1.1,None,2025-12-05 13h18.58.826935 +0100,
faces/116_m_m_d_a.jpg,disgust,62,62,0,0,,,1,[0.08051349999732338],[0.08051840000553057],0,,,0,,,0,,,0,,,0,62,62,38,15.075778400001582,,,,,,,,,,15.066539099992951,15.075778400001582,15.075778400001582,15.075778400001582,15.075778400001582,15.075778400001582,15.075778400001582,15.075778400001582,,15.156647800002247,0,,,disgust,1,1,[0.08051349999732338],[0.08051840000553057],0,,,0,,,0,,,0,,,pilot,001,2025-12-05_13h18.55.130,faces_experiment,,2025.1.1,None,2025-12-05 13h18.58.826935 +0100,
faces/116_m_m_d_b.jpg,disgust,63,63,0,0,,,1,[0.0633477000228595],[0.06335090001812205],0,,,0,,,0,,,0,,,0,63,63,39,15.244286500004819,,,,,,,,,,15.23372059999383,15.244286500004819,15.244286500004819,15.244286500004819,15.244286500004819,15.244286500004819,15.244286500004819,15.244286500004819,,15.307955700001912,0,,,disgust,1,1,[0.0633477000228595],[0.06335090001812205],0,,,0,,,0,,,0,,,pilot,001,2025-12-05_13h18.55.130,faces_experiment,,2025.1.1,None,2025-12-05 13h18.58.826935 +0100,
faces/004_o_m_n_b.jpg,neutrality,64,64,0,0,,,1,[0.06651380000403151],[0.06651740000233985],0,,,0,,,0,,,0,,,0,64,64,9,15.401072300010128,,,,,,,,,,15.391818800009787,15.401072300010128,15.401072300010128,15.401072300010128,15.401072300010128,15.401072300010128,15.401072300010128,15.401072300010128,,15.467922100011492,0,,,disgust,0,1,[0.06651380000403151],[0.06651740000233985],0,,,0,,,0,,,0,,,pilot,001,2025-12-05_13h18.55.130,faces_experiment,,2025.1.1,None,2025-12-05 13h18.58.826935 +0100,
faces/116_m_m_n_b.jpg,neutrality,65,65,0,0,,,1,[0.03970799999660812],[0.03971169999567792],0,,,0,,,0,,,0,,,0,65,65,45,15.552461299987044,,,,,,,,,,15.538330000010319,15.552461299987044,15.552461299987044,15.552461299987044,15.552461299987044,15.552461299987044,15.552461299987044,15.552461299987044,,15.59251960000256,0,,,disgust,0,1,[0.03970799999660812],[0.03971169999567792],0,,,0,,,0,,,0,,,pilot,001,2025-12-05_13h18.55.130,faces_experiment,,2025.1.1,None,2025-12-05 13h18.58.826935 +0100,
faces/168_m_f_f_b.jpg,fear,66,66,0,0,,,1,[0.04110249999212101],[0.04110559998662211],0,,,0,,,0,,,0,,,0,66,66,65,15.676963200006867,,,,,,,,,,15.666343499993673,15.676963200006867,15.676963200006867,15.676963200006867,15.676963200006867,15.676963200006867,15.676963200006867,15.676963200006867,,15.71839860000182,0,,,disgust,0,1,[0.04110249999212101],[0.04110559998662211],0,,,0,,,0,,,0,,,pilot,001,2025-12-05_13h18.55.130,faces_experiment,,2025.1.1,None,2025-12-05 13h18.58.826935 +0100,
faces/066_y_m_h_b.jpg,happiness,67,67,0,0,,,1,[0.06817670000600629],[0.06818000000203028],0,,,0,,,0,,,0,,,0,67,67,19,15.80286339999293,,,,,,,,,,15.793273899995256,15.80286339999293,15.80286339999293,15.80286339999293,15.80286339999293,15.80286339999293,15.80286339999293,15.80286339999293,,15.871420499985106,0,,,disgust,0,1,[0.06817670000600629],[0.06818000000203028],0,,,0,,,0,,,0,,,pilot,001,2025-12-05_13h18.55.130,faces_experiment,,2025.1.1,None,2025-12-05 13h18.58.826935 +0100,
faces/140_y_f_n_b.jpg,neutrality,68,68,0,0,,,1,[0.06795940001029521],[0.06796290000784211],0,,,0,,,0,,,0,,,0,68,68,57,15.968964500003494,,,,,,,,,,15.952103499992518,15.968964500003494,15.968964500003494,15.968964500003494,15.968964500003494,15.968964500003494,15.968964500003494,15.968964500003494,,16.03726640000241,0,,,disgust,0,1,[0.06795940001029521],[0.06796290000784211],0,,,0,,,0,,,0,,,pilot,001,2025-12-05_13h18.55.130,faces_experiment,,2025.1.1,None,2025-12-05 13h18.58.826935 +0100,
faces/066_y_m_d_a.jpg,disgust,69,69,0,0,,,1,[0.08309309999458492],[0.08309689999441616],0,,,0,,,0,,,0,,,0,69,69,14,16.121358100004727,,,,,,,,,,16.109963099996094,16.121358100004727,16.121358100004727,16.121358100004727,16.121358100004727,16.121358100004727,16.121358100004727,16.121358100004727,,16.204810800001724,0,,,disgust,1,1,[0.08309309999458492],[0.08309689999441616],0,,,0,,,0,,,0,,,pilot,001,2025-12-05_13h18.55.130,faces_experiment,,2025.1.1,None,2025-12-05 13h18.58.826935 +0100,
faces/004_o_m_s_b.jpg,sadness,70,70,0,0,,,1,[0.18626489999587648],[0.1862680000194814],0,,,0,,,0,,,0,,,0,70,70,11,16.295065999991493,,,,,,,,,,16.281918299995596,16.295065999991493,16.295065999991493,16.295065999991493,16.295065999991493,16.295065999991493,16.295065999991493,16.295065999991493,,16.481687799998326,0,,,disgust,0,1,[0.18626489999587648],[0.1862680000194814],0,,,0,,,0,,,0,,,pilot,001,2025-12-05_13h18.55.130,faces_experiment,,2025.1.1,None,2025-12-05 13h18.58.826935 +0100,
faces/066_y_m_d_b.jpg,disgust,71,71,0,0,,,1,[0.03888080001343042],[0.03888450001250021],0,,,0,,,0,,,0,,,0,71,71,15,16.568024999985937,,,,,,,,,,16.55745150000439,16.568024999985937,16.568024999985937,16.568024999985937,16.568024999985937,16.568024999985937,16.568024999985937,16.568024999985937,,16.607275499991374,0,,,disgust,1,1,[0.03888080001343042],[0.03888450001250021],0,,,0,,,0,,,0,,,pilot,001,2025-12-05_13h18.55.130,faces_experiment,,2025.1.1,None,2025-12-05 13h18.58.826935 +0100,
