image_file,correct_emotion,thisN,thisTrialN,thisRepN,btn_anger_2.numClicks,btn_anger_2.timesOn,btn_anger_2.timesOff,btn_disgust_2.numClicks,btn_disgust_2.timesOn,btn_disgust_2.timesOff,btn_fear_2.numClicks,btn_fear_2.timesOn,btn_fear_2.timesOff,btn_happiness_2.numClicks,btn_happiness_2.timesOn,btn_happiness_2.timesOff,btn_neutrality_2.numClicks,btn_neutrality_2.timesOn,btn_neutrality_2.timesOff,btn_sadness_2.numClicks,btn_sadness_2.timesOn,btn_sadness_2.timesOff,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,introduction.started,introduction_text.started,btn_start.started,introduction.stopped,btn_start.numClicks,btn_start.timesOn,btn_start.timesOff,trial_face.started,image_stim.started,trial_face.stopped,trial_response.started,btn_anger_2.started,btn_disgust_2.started,btn_fear_2.started,btn_happiness_2.started,btn_neutrality_2.started,btn_sadness_2.started,trial_response.stopped,trials.btn_anger_2.numClicks,trials.btn_anger_2.timesOn,trials.btn_anger_2.timesOff,trials.btn_disgust_2.numClicks,trials.btn_disgust_2.timesOn,trials.btn_disgust_2.timesOff,trials.btn_fear_2.numClicks,trials.btn_fear_2.timesOn,trials.btn_fear_2.timesOff,trials.btn_happiness_2.numClicks,trials.btn_happiness_2.timesOn,trials.btn_happiness_2.timesOff,clickedEmotion,correct,trials.btn_neutrality_2.numClicks,trials.btn_neutrality_2.timesOn,trials.btn_neutrality_2.timesOff,trials.btn_sadness_2.numClicks,trials.btn_sadness_2.timesOn,trials.btn_sadness_2.timesOff,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004176700007519685,0.00904360000276938,0.00904360000276938,1.2688979000085965,1,[1.259422100003576],[1.2594327999977395],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,486377,001,2025-12-06_17h06.32.850,faces_experiment,,2025.1.1,None,2025-12-06 17h06.37.727419 +0100,
faces/168_m_f_d_a.jpg,disgust,0,0,0,0,,,1,[0.6694042000017362],[0.6694141000043601],0,,,0,,,0,,,0,,,0,0,0,62,1.5820641000027535,,,,,,,,,1.5188273999956436,1.5820641000027535,1.5823336000030395,1.5854424999997718,1.6058100999944145,1.6058100999944145,1.6058100999944145,1.6058100999944145,1.6058100999944145,1.6058100999944145,2.2760713000025135,0,,,1,[0.6694042000017362],[0.6694141000043601],0,,,0,,,disgust,1,0,,,0,,,486377,001,2025-12-06_17h06.32.850,faces_experiment,,2025.1.1,None,2025-12-06 17h06.37.727419 +0100,
faces/116_m_m_d_a.jpg,disgust,1,1,0,0,,,1,[0.2983636999997543],[0.2983768999984022],0,,,0,,,0,,,0,,,0,1,1,38,2.515692700006184,,,,,,,,,2.5028227000002516,2.515692700006184,2.6189796999969985,2.6194678000028944,2.6383908999996493,2.6383908999996493,2.6383908999996493,2.6383908999996493,2.6383908999996493,2.6383908999996493,2.9377397000062047,0,,,1,[0.2983636999997543],[0.2983768999984022],0,,,0,,,disgust,1,0,,,0,,,486377,001,2025-12-06_17h06.32.850,faces_experiment,,2025.1.1,None,2025-12-06 17h06.37.727419 +0100,
faces/079_o_f_d_a.jpg,disgust,2,2,0,0,,,1,[0.3068204000010155],[0.30683080000744667],0,,,0,,,0,,,0,,,0,2,2,26,3.1857764000014868,,,,,,,,,3.173033700004453,3.1857764000014868,3.2453372000018135,3.2456556999968598,3.2636526999995112,3.2636526999995112,3.2636526999995112,3.2636526999995112,3.2636526999995112,3.2636526999995112,3.5714397999981884,0,,,1,[0.3068204000010155],[0.30683080000744667],0,,,0,,,disgust,1,0,,,0,,,486377,001,2025-12-06_17h06.32.850,faces_experiment,,2025.1.1,None,2025-12-06 17h06.37.727419 +0100,
faces/168_m_f_h_b.jpg,happiness,3,3,0,0,,,1,[0.11290560000634287],[0.11291609999898355],0,,,0,,,0,,,0,,,0,3,3,67,3.8014084000024013,,,,,,,,,3.7885686999943573,3.8014084000024013,3.9339960000070278,3.9344855999952415,3.9543765999987954,3.9543765999987954,3.9543765999987954,3.9543765999987954,3.9543765999987954,3.9543765999987954,4.06815770000685,0,,,1,[0.11290560000634287],[0.11291609999898355],0,,,0,,,disgust,0,0,,,0,,,486377,001,2025-12-06_17h06.32.850,faces_experiment,,2025.1.1,None,2025-12-06 17h06.37.727419 +0100,
faces/066_y_m_a_a.jpg,anger,4,4,0,0,,,1,[0.0016097000043373555],[0.0016219999961322173],0,,,0,,,0,,,0,,,0,4,4,12,4.312005800005863,,,,,,,,,4.294941400003154,4.312005800005863,4.3722787000006065,4.372567900005379,4.446964700007811,4.446964700007811,4.446964700007811,4.446964700007811,4.446964700007811,4.446964700007811,4.450408300006529,0,,,1,[0.0016097000043373555],[0.0016219999961322173],0,,,0,,,disgust,0,0,,,0,,,486377,001,2025-12-06_17h06.32.850,faces_experiment,,2025.1.1,None,2025-12-06 17h06.37.727419 +0100,
faces/079_o_f_f_b.jpg,fear,5,5,0,0,,,1,[0.1279595999949379],[0.12796830000297632],0,,,0,,,0,,,0,,,0,5,5,29,4.7087061000056565,,,,,,,,,4.6948375000065425,4.7087061000056565,4.756842700007837,4.758112800001982,4.778211199998623,4.778211199998623,4.778211199998623,4.778211199998623,4.778211199998623,4.778211199998623,4.907053000002634,0,,,1,[0.1279595999949379],[0.12796830000297632],0,,,0,,,disgust,0,0,,,0,,,486377,001,2025-12-06_17h06.32.850,faces_experiment,,2025.1.1,None,2025-12-06 17h06.37.727419 +0100,
faces/066_y_m_f_a.jpg,fear,6,6,0,0,,,1,[0.20024649999686517],[0.20026339999458287],0,,,0,,,0,,,0,,,0,6,6,16,5.140359199998784,,,,,,,,,5.126806100000977,5.140359199998784,5.2747040999965975,5.275178500000038,5.291954100001021,5.291954100001021,5.291954100001021,5.291954100001021,5.291954100001021,5.291954100001021,5.493113999997149,0,,,1,[0.20024649999686517],[0.20026339999458287],0,,,0,,,disgust,0,0,,,0,,,486377,001,2025-12-06_17h06.32.850,faces_experiment,,2025.1.1,None,2025-12-06 17h06.37.727419 +0100,
faces/079_o_f_s_a.jpg,sadness,7,7,0,0,,,1,[0.1689745000039693],[0.16898719999880996],0,,,0,,,0,,,0,,,0,7,7,34,5.726975099998526,,,,,,,,,5.712943300008192,5.726975099998526,5.80903400000534,5.8095158000069205,5.828061899999739,5.828061899999739,5.828061899999739,5.828061899999739,5.828061899999739,5.828061899999739,5.9979091999994125,0,,,1,[0.1689745000039693],[0.16898719999880996],0,,,0,,,disgust,0,0,,,0,,,486377,001,2025-12-06_17h06.32.850,faces_experiment,,2025.1.1,None,2025-12-06 17h06.37.727419 +0100,
faces/004_o_m_f_a.jpg,fear,8,8,0,0,,,1,[0.11497959999542218],[0.11498769999889191],0,,,0,,,0,,,0,,,0,8,8,4,6.175799400007236,,,,,,,,,6.161921200007782,6.175799400007236,6.3026833000039915,6.303065800006152,6.324986000006902,6.324986000006902,6.324986000006902,6.324986000006902,6.324986000006902,6.324986000006902,6.4406270000035875,0,,,1,[0.11497959999542218],[0.11498769999889191],0,,,0,,,disgust,0,0,,,0,,,486377,001,2025-12-06_17h06.32.850,faces_experiment,,2025.1.1,None,2025-12-06 17h06.37.727419 +0100,
