image_file,correct_emotion,thisN,thisTrialN,thisRepN,btn_anger.numClicks,btn_anger.timesOn,btn_anger.timesOff,btn_disgust.numClicks,btn_disgust.timesOn,btn_disgust.timesOff,btn_fear.numClicks,btn_fear.timesOn,btn_fear.timesOff,btn_happiness.numClicks,btn_happiness.timesOn,btn_happiness.timesOff,btn_neutrality.numClicks,btn_neutrality.timesOn,btn_neutrality.timesOff,btn_sadness.numClicks,btn_sadness.timesOn,btn_sadness.timesOff,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,introduction.started,introduction_text.started,btn_start.started,introduction.stopped,btn_start.numClicks,btn_start.timesOn,btn_start.timesOff,trial.started,imageStim.started,btn_anger.started,btn_disgust.started,btn_fear.started,btn_happiness.started,btn_neutrality.started,btn_sadness.started,trial.stopped,trials.btn_anger.numClicks,trials.btn_anger.timesOn,trials.btn_anger.timesOff,clickedEmotion,correct,trials.btn_disgust.numClicks,trials.btn_disgust.timesOn,trials.btn_disgust.timesOff,trials.btn_fear.numClicks,trials.btn_fear.timesOn,trials.btn_fear.timesOff,trials.btn_happiness.numClicks,trials.btn_happiness.timesOn,trials.btn_happiness.timesOff,trials.btn_neutrality.numClicks,trials.btn_neutrality.timesOn,trials.btn_neutrality.timesOff,trials.btn_sadness.numClicks,trials.btn_sadness.timesOn,trials.btn_sadness.timesOff,imageStim.stopped,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
faces/140_y_f_s_a.jpg,sadness,34,34,0,0,,,1,[0.0728538999974262],[0.07285759999649599],0,,,0,,,0,,,0,,,0,34,34,58,12.396757799986517,,,,,,,,,12.38527499997872,12.396757799986517,12.396757799986517,12.396757799986517,12.396757799986517,12.396757799986517,12.396757799986517,12.396757799986517,12.469940099981613,0,,,disgust,0,1,[0.0728538999974262],[0.07285759999649599],0,,,0,,,0,,,0,,,,993171,001,2025-12-05_15h53.52.471,faces_experiment,,2025.1.1,135.59708136504443,2025-12-05 15h53.55.432331 +0100,
faces/116_m_m_s_a.jpg,sadness,35,35,0,0,,,1,[0.08082149998517707],[0.08082479998120107],0,,,0,,,0,,,0,,,0,35,35,46,12.551786700001685,,,,,,,,,12.541159599990351,12.551786700001685,12.551786700001685,12.551786700001685,12.551786700001685,12.551786700001685,12.551786700001685,12.551786700001685,12.632924299978185,0,,,disgust,0,1,[0.08082149998517707],[0.08082479998120107],0,,,0,,,0,,,0,,,,993171,001,2025-12-05_15h53.52.471,faces_experiment,,2025.1.1,135.59708136504443,2025-12-05 15h53.55.432331 +0100,
faces/168_m_f_h_a.jpg,happiness,36,36,0,0,,,1,[0.07032070000423118],[0.07032400000025518],0,,,0,,,0,,,0,,,0,36,36,66,12.71641309998813,,,,,,,,,12.706330399989383,12.71641309998813,12.71641309998813,12.71641309998813,12.71641309998813,12.71641309998813,12.71641309998813,12.71641309998813,12.78703539998969,0,,,disgust,0,1,[0.07032070000423118],[0.07032400000025518],0,,,0,,,0,,,0,,,,993171,001,2025-12-05_15h53.52.471,faces_experiment,,2025.1.1,135.59708136504443,2025-12-05 15h53.55.432331 +0100,
faces/066_y_m_n_b.jpg,neutrality,37,37,0,0,,,1,[0.07772610001848079],[0.07773000001907349],0,,,0,,,0,,,0,,,0,37,37,21,12.868678699975135,,,,,,,,,12.856793699989794,12.868678699975135,12.868678699975135,12.868678699975135,12.868678699975135,12.868678699975135,12.868678699975135,12.868678699975135,12.946760399994673,0,,,disgust,0,1,[0.07772610001848079],[0.07773000001907349],0,,,0,,,0,,,0,,,,993171,001,2025-12-05_15h53.52.471,faces_experiment,,2025.1.1,135.59708136504443,2025-12-05 15h53.55.432331 +0100,
faces/168_m_f_f_a.jpg,fear,38,38,0,0,,,1,[0.08089920002385043],[0.08090280002215877],0,,,0,,,0,,,0,,,0,38,38,64,13.02955259999726,,,,,,,,,13.017507699987618,13.02955259999726,13.02955259999726,13.02955259999726,13.02955259999726,13.02955259999726,13.02955259999726,13.02955259999726,13.110768499987898,0,,,disgust,0,1,[0.08089920002385043],[0.08090280002215877],0,,,0,,,0,,,0,,,,993171,001,2025-12-05_15h53.52.471,faces_experiment,,2025.1.1,135.59708136504443,2025-12-05 15h53.55.432331 +0100,
faces/116_m_m_a_a.jpg,anger,39,39,0,0,,,1,[0.05990109997219406],[0.05990429999656044],0,,,0,,,0,,,0,,,0,39,39,36,13.197163399978308,,,,,,,,,13.186794699984603,13.197163399978308,13.197163399978308,13.197163399978308,13.197163399978308,13.197163399978308,13.197163399978308,13.197163399978308,13.257361900003161,0,,,disgust,0,1,[0.05990109997219406],[0.05990429999656044],0,,,0,,,0,,,0,,,,993171,001,2025-12-05_15h53.52.471,faces_experiment,,2025.1.1,135.59708136504443,2025-12-05 15h53.55.432331 +0100,
faces/079_o_f_h_a.jpg,happiness,40,40,0,0,,,1,[0.06822690000990406],[0.0682299000036437],0,,,0,,,0,,,0,,,0,40,40,30,13.35359059998882,,,,,,,,,13.342234699986875,13.35359059998882,13.35359059998882,13.35359059998882,13.35359059998882,13.35359059998882,13.35359059998882,13.35359059998882,13.422158799978206,0,,,disgust,0,1,[0.06822690000990406],[0.0682299000036437],0,,,0,,,0,,,0,,,,993171,001,2025-12-05_15h53.52.471,faces_experiment,,2025.1.1,135.59708136504443,2025-12-05 15h53.55.432331 +0100,
faces/004_o_m_h_b.jpg,happiness,41,41,0,0,,,1,[0.09469090000493452],[0.09469450000324287],0,,,0,,,0,,,0,,,0,41,41,7,13.507211099989945,,,,,,,,,13.497012699983316,13.507211099989945,13.507211099989945,13.507211099989945,13.507211099989945,13.507211099989945,13.507211099989945,13.507211099989945,13.602238599996781,0,,,disgust,0,1,[0.09469090000493452],[0.09469450000324287],0,,,0,,,0,,,0,,,,993171,001,2025-12-05_15h53.52.471,faces_experiment,,2025.1.1,135.59708136504443,2025-12-05 15h53.55.432331 +0100,
faces/066_y_m_d_a.jpg,disgust,42,42,0,0,,,1,[0.8409715999732725],[0.8409754999738652],0,,,0,,,0,,,0,,,0,42,42,14,13.688325900002383,,,,,,,,,13.677230000001146,13.688325900002383,13.688325900002383,13.688325900002383,13.688325900002383,13.688325900002383,13.688325900002383,13.688325900002383,14.529693799995584,0,,,disgust,1,1,[0.8409715999732725],[0.8409754999738652],0,,,0,,,0,,,0,,,13.927445399982389,993171,001,2025-12-05_15h53.52.471,faces_experiment,,2025.1.1,135.59708136504443,2025-12-05 15h53.55.432331 +0100,
faces/079_o_f_d_a.jpg,disgust,43,43,0,0,,,1,[0.34116630000062287],[0.3411692999943625],0,,,0,,,0,,,0,,,0,43,43,26,14.61693639997975,,,,,,,,,14.605023699987214,14.61693639997975,14.61693639997975,14.61693639997975,14.61693639997975,14.61693639997975,14.61693639997975,14.61693639997975,14.958397799986415,0,,,disgust,1,1,[0.34116630000062287],[0.3411692999943625],0,,,0,,,0,,,0,,,14.861509999987902,993171,001,2025-12-05_15h53.52.471,faces_experiment,,2025.1.1,135.59708136504443,2025-12-05 15h53.55.432331 +0100,
