image_file,correct_emotion,thisN,thisTrialN,thisRepN,btn_anger.numClicks,btn_anger.timesOn,btn_anger.timesOff,btn_disgust.numClicks,btn_disgust.timesOn,btn_disgust.timesOff,btn_fear.numClicks,btn_fear.timesOn,btn_fear.timesOff,btn_happiness.numClicks,btn_happiness.timesOn,btn_happiness.timesOff,btn_neutrality.numClicks,btn_neutrality.timesOn,btn_neutrality.timesOff,btn_sadness.numClicks,btn_sadness.timesOn,btn_sadness.timesOff,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,btn_anger.started,btn_disgust.started,btn_fear.started,btn_happiness.started,btn_neutrality.started,btn_sadness.started,trial.stopped,trials.btn_anger.numClicks,trials.btn_anger.timesOn,trials.btn_anger.timesOff,clickedEmotion,correct,trials.btn_disgust.numClicks,trials.btn_disgust.timesOn,trials.btn_disgust.timesOff,trials.btn_fear.numClicks,trials.btn_fear.timesOn,trials.btn_fear.timesOff,trials.btn_happiness.numClicks,trials.btn_happiness.timesOn,trials.btn_happiness.timesOff,trials.btn_neutrality.numClicks,trials.btn_neutrality.timesOn,trials.btn_neutrality.timesOff,trials.btn_sadness.numClicks,trials.btn_sadness.timesOn,trials.btn_sadness.timesOff,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
faces/140_y_f_h_a.jpg,happiness,25,25,0,0,,,0,,,0,,,0,,,1,[0.09708060001139529],[0.09708380000665784],0,,,0,25,25,54,9.086867700010771,,9.071675499988487,9.086867700010771,9.086867700010771,9.086867700010771,9.086867700010771,9.086867700010771,9.086867700010771,9.18415419998928,0,,,neutrality,0,0,,,0,,,0,,,1,[0.09708060001139529],[0.09708380000665784],0,,,pilot,001,2025-12-05_13h07.40.656,faces_experiment,,2025.1.1,143.92796693219225,2025-12-05 13h07.44.239528 +0100,
faces/079_o_f_s_a.jpg,sadness,26,26,0,0,,,0,,,0,,,0,,,1,[0.11023949997616],[0.11024269997142255],0,,,0,26,26,34,9.273795899993274,,9.263806200004183,9.273795899993274,9.273795899993274,9.273795899993274,9.273795899993274,9.273795899993274,9.273795899993274,9.384210899996106,0,,,neutrality,0,0,,,0,,,0,,,1,[0.11023949997616],[0.11024269997142255],0,,,pilot,001,2025-12-05_13h07.40.656,faces_experiment,,2025.1.1,143.92796693219225,2025-12-05 13h07.44.239528 +0100,
faces/140_y_f_h_b.jpg,happiness,27,27,0,0,,,0,,,0,,,0,,,1,[0.09468819998437539],[0.09469489997718483],0,,,0,27,27,55,9.471146800002316,,9.461397100007161,9.471146800002316,9.471146800002316,9.471146800002316,9.471146800002316,9.471146800002316,9.471146800002316,9.566048500011675,0,,,neutrality,0,0,,,0,,,0,,,1,[0.09468819998437539],[0.09469489997718483],0,,,pilot,001,2025-12-05_13h07.40.656,faces_experiment,,2025.1.1,143.92796693219225,2025-12-05 13h07.44.239528 +0100,
faces/168_m_f_d_a.jpg,disgust,28,28,0,0,,,0,,,0,,,0,,,1,[0.16469110001344234],[0.16469430000870489],0,,,0,28,28,62,9.656783100013854,,9.641613299987512,9.656783100013854,9.656783100013854,9.656783100013854,9.656783100013854,9.656783100013854,9.656783100013854,9.82168449999881,0,,,neutrality,0,0,,,0,,,0,,,1,[0.16469110001344234],[0.16469430000870489],0,,,pilot,001,2025-12-05_13h07.40.656,faces_experiment,,2025.1.1,143.92796693219225,2025-12-05 13h07.44.239528 +0100,
faces/066_y_m_f_b.jpg,fear,29,29,0,0,,,0,,,0,,,0,,,1,[0.12123729998711497],[0.1212400000076741],0,,,0,29,29,17,9.90908889999264,,9.899606999999378,9.90908889999264,9.90908889999264,9.90908889999264,9.90908889999264,9.90908889999264,9.90908889999264,10.030496299994411,0,,,neutrality,0,0,,,0,,,0,,,1,[0.12123729998711497],[0.1212400000076741],0,,,pilot,001,2025-12-05_13h07.40.656,faces_experiment,,2025.1.1,143.92796693219225,2025-12-05 13h07.44.239528 +0100,
faces/168_m_f_h_a.jpg,happiness,30,30,0,0,,,0,,,0,,,0,,,1,[0.05400019997614436],[0.05400319999898784],0,,,0,30,30,66,10.121882999985246,,10.105505399988033,10.121882999985246,10.121882999985246,10.121882999985246,10.121882999985246,10.121882999985246,10.121882999985246,10.176086399995256,0,,,neutrality,0,0,,,0,,,0,,,1,[0.05400019997614436],[0.05400319999898784],0,,,pilot,001,2025-12-05_13h07.40.656,faces_experiment,,2025.1.1,143.92796693219225,2025-12-05 13h07.44.239528 +0100,
faces/004_o_m_s_b.jpg,sadness,31,31,0,0,,,0,,,0,,,0,,,1,[0.05417739998665638],[0.05418099998496473],0,,,0,31,31,11,10.26783249998698,,10.253841600002488,10.26783249998698,10.26783249998698,10.26783249998698,10.26783249998698,10.26783249998698,10.26783249998698,10.322232000005897,0,,,neutrality,0,0,,,0,,,0,,,1,[0.05417739998665638],[0.05418099998496473],0,,,pilot,001,2025-12-05_13h07.40.656,faces_experiment,,2025.1.1,143.92796693219225,2025-12-05 13h07.44.239528 +0100,
faces/168_m_f_d_b.jpg,disgust,32,32,0,0,,,0,,,0,,,0,,,1,[0.06025569999474101],[0.06025870001758449],0,,,0,32,32,63,10.400821799994446,,10.392189100006362,10.400821799994446,10.400821799994446,10.400821799994446,10.400821799994446,10.400821799994446,10.400821799994446,10.4612414999865,0,,,neutrality,0,0,,,0,,,0,,,1,[0.06025569999474101],[0.06025870001758449],0,,,pilot,001,2025-12-05_13h07.40.656,faces_experiment,,2025.1.1,143.92796693219225,2025-12-05 13h07.44.239528 +0100,
faces/004_o_m_f_b.jpg,fear,33,33,0,0,,,0,,,0,,,0,,,1,[0.16774289999739267],[0.16774569998960942],0,,,0,33,33,5,10.543043100013165,,10.533847699989565,10.543043100013165,10.543043100013165,10.543043100013165,10.543043100013165,10.543043100013165,10.543043100013165,10.710963099991204,0,,,neutrality,0,0,,,0,,,0,,,1,[0.16774289999739267],[0.16774569998960942],0,,,pilot,001,2025-12-05_13h07.40.656,faces_experiment,,2025.1.1,143.92796693219225,2025-12-05 13h07.44.239528 +0100,
faces/004_o_m_n_b.jpg,neutrality,34,34,0,0,,,0,,,0,,,0,,,1,[0.07204530001035891],[0.07204820000333712],0,,,0,34,34,9,10.805207199999131,,10.796544100012397,10.805207199999131,10.805207199999131,10.805207199999131,10.805207199999131,10.805207199999131,10.805207199999131,10.877425199985737,0,,,neutrality,1,0,,,0,,,0,,,1,[0.07204530001035891],[0.07204820000333712],0,,,pilot,001,2025-12-05_13h07.40.656,faces_experiment,,2025.1.1,143.92796693219225,2025-12-05 13h07.44.239528 +0100,
faces/140_y_f_a_b.jpg,anger,35,35,0,0,,,0,,,0,,,0,,,1,[0.06848539999919012],[0.06848830002127215],0,,,0,35,35,49,10.962071299989475,,10.953346099995542,10.962071299989475,10.962071299989475,10.962071299989475,10.962071299989475,10.962071299989475,10.962071299989475,11.030764800001634,0,,,neutrality,0,0,,,0,,,0,,,1,[0.06848539999919012],[0.06848830002127215],0,,,pilot,001,2025-12-05_13h07.40.656,faces_experiment,,2025.1.1,143.92796693219225,2025-12-05 13h07.44.239528 +0100,
faces/168_m_f_a_b.jpg,anger,36,36,0,0,,,0,,,0,,,0,,,1,[0.06120349999400787],[0.06120649998774752],0,,,0,36,36,61,11.114997800003039,,11.104774500010535,11.114997800003039,11.114997800003039,11.114997800003039,11.114997800003039,11.114997800003039,11.114997800003039,11.176397800009,0,,,neutrality,0,0,,,0,,,0,,,1,[0.06120349999400787],[0.06120649998774752],0,,,pilot,001,2025-12-05_13h07.40.656,faces_experiment,,2025.1.1,143.92796693219225,2025-12-05 13h07.44.239528 +0100,
faces/004_o_m_a_a.jpg,anger,37,37,0,0,,,0,,,0,,,0,,,1,[0.06628489997819997],[0.06628810000256635],0,,,0,37,37,0,11.262837799993576,,11.25223049998749,11.262837799993576,11.262837799993576,11.262837799993576,11.262837799993576,11.262837799993576,11.262837799993576,11.329314100003103,0,,,neutrality,0,0,,,0,,,0,,,1,[0.06628489997819997],[0.06628810000256635],0,,,pilot,001,2025-12-05_13h07.40.656,faces_experiment,,2025.1.1,143.92796693219225,2025-12-05 13h07.44.239528 +0100,
faces/140_y_f_f_b.jpg,fear,38,38,0,0,,,0,,,0,,,0,,,1,[0.0823851999884937],[0.08238840001286007],0,,,0,38,38,53,11.420410799997626,,11.410274299996672,11.420410799997626,11.420410799997626,11.420410799997626,11.420410799997626,11.420410799997626,11.420410799997626,11.503012000001036,0,,,neutrality,0,0,,,0,,,0,,,1,[0.0823851999884937],[0.08238840001286007],0,,,pilot,001,2025-12-05_13h07.40.656,faces_experiment,,2025.1.1,143.92796693219225,2025-12-05 13h07.44.239528 +0100,
faces/116_m_m_a_a.jpg,anger,39,39,0,0,,,0,,,0,,,0,,,1,[0.06106320000253618],[0.06106690000160597],0,,,0,39,39,36,11.587395999988075,,11.576747000013711,11.587395999988075,11.587395999988075,11.587395999988075,11.587395999988075,11.587395999988075,11.587395999988075,11.64868280000519,0,,,neutrality,0,0,,,0,,,0,,,1,[0.06106320000253618],[0.06106690000160597],0,,,pilot,001,2025-12-05_13h07.40.656,faces_experiment,,2025.1.1,143.92796693219225,2025-12-05 13h07.44.239528 +0100,
faces/079_o_f_h_a.jpg,happiness,40,40,0,0,,,0,,,0,,,0,,,1,[0.04788489997736178],[0.047887900000205263],0,,,0,40,40,30,11.745929600001546,,11.73189419999835,11.745929600001546,11.745929600001546,11.745929600001546,11.745929600001546,11.745929600001546,11.745929600001546,11.794014999992214,0,,,neutrality,0,0,,,0,,,0,,,1,[0.04788489997736178],[0.047887900000205263],0,,,pilot,001,2025-12-05_13h07.40.656,faces_experiment,,2025.1.1,143.92796693219225,2025-12-05 13h07.44.239528 +0100,
faces/140_y_f_n_b.jpg,neutrality,41,41,0,0,,,0,,,0,,,0,,,1,[0.0681070999999065],[0.06811059999745339],0,,,0,41,41,57,11.885821500007296,,11.874160900013521,11.885821500007296,11.885821500007296,11.885821500007296,11.885821500007296,11.885821500007296,11.885821500007296,11.954154000006383,0,,,neutrality,1,0,,,0,,,0,,,1,[0.0681070999999065],[0.06811059999745339],0,,,pilot,001,2025-12-05_13h07.40.656,faces_experiment,,2025.1.1,143.92796693219225,2025-12-05 13h07.44.239528 +0100,
faces/066_y_m_d_b.jpg,disgust,42,42,0,0,,,0,,,0,,,0,,,1,[0.07992399999056943],[0.07992719998583198],0,,,0,42,42,15,12.036015599995153,,12.025979400001233,12.036015599995153,12.036015599995153,12.036015599995153,12.036015599995153,12.036015599995153,12.036015599995153,12.116304800001672,0,,,neutrality,0,0,,,0,,,0,,,1,[0.07992399999056943],[0.07992719998583198],0,,,pilot,001,2025-12-05_13h07.40.656,faces_experiment,,2025.1.1,143.92796693219225,2025-12-05 13h07.44.239528 +0100,
faces/140_y_f_n_a.jpg,neutrality,43,43,0,0,,,0,,,0,,,0,,,1,[0.06568240001797676],[0.06568520001019351],0,,,0,43,43,56,12.20013640000252,,12.190752199996496,12.20013640000252,12.20013640000252,12.20013640000252,12.20013640000252,12.20013640000252,12.20013640000252,12.266055299987784,0,,,neutrality,1,0,,,0,,,0,,,1,[0.06568240001797676],[0.06568520001019351],0,,,pilot,001,2025-12-05_13h07.40.656,faces_experiment,,2025.1.1,143.92796693219225,2025-12-05 13h07.44.239528 +0100,
faces/004_o_m_h_b.jpg,happiness,44,44,0,0,,,0,,,0,,,0,,,1,[0.06195170001592487],[0.06195450000814162],0,,,0,44,44,7,12.350532200012822,,12.340077600005316,12.350532200012822,12.350532200012822,12.350532200012822,12.350532200012822,12.350532200012822,12.350532200012822,12.412679600005504,0,,,neutrality,0,0,,,0,,,0,,,1,[0.06195170001592487],[0.06195450000814162],0,,,pilot,001,2025-12-05_13h07.40.656,faces_experiment,,2025.1.1,143.92796693219225,2025-12-05 13h07.44.239528 +0100,
