image_file,correct_emotion,thisN,thisTrialN,thisRepN,btn_anger.numClicks,btn_anger.timesOn,btn_anger.timesOff,btn_disgust.numClicks,btn_disgust.timesOn,btn_disgust.timesOff,btn_fear.numClicks,btn_fear.timesOn,btn_fear.timesOff,btn_happiness.numClicks,btn_happiness.timesOn,btn_happiness.timesOff,btn_neutrality.numClicks,btn_neutrality.timesOn,btn_neutrality.timesOff,btn_sadness.numClicks,btn_sadness.timesOn,btn_sadness.timesOff,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,imageStim.started,btn_anger.started,btn_disgust.started,btn_fear.started,btn_happiness.started,btn_neutrality.started,btn_sadness.started,imageStim.stopped,trial.stopped,trials.btn_anger.numClicks,trials.btn_anger.timesOn,trials.btn_anger.timesOff,clickedEmotion,correct,trials.btn_disgust.numClicks,trials.btn_disgust.timesOn,trials.btn_disgust.timesOff,trials.btn_fear.numClicks,trials.btn_fear.timesOn,trials.btn_fear.timesOff,trials.btn_happiness.numClicks,trials.btn_happiness.timesOn,trials.btn_happiness.timesOff,trials.btn_neutrality.numClicks,trials.btn_neutrality.timesOn,trials.btn_neutrality.timesOff,trials.btn_sadness.numClicks,trials.btn_sadness.timesOn,trials.btn_sadness.timesOff,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
faces/079_o_f_h_a.jpg,happiness,0,0,0,0,,,0,,,1,[2.1844627000100445],[2.18446610000683],0,,,0,,,0,,,0,0,0,30,0.13680519998888485,,0.11071929999161512,0.13680519998888485,0.13680519998888485,0.13680519998888485,0.13680519998888485,0.13680519998888485,0.13680519998888485,0.13680519998888485,1.1323336999921594,2.32156290000421,0,,,fear,0,0,,,1,[2.1844627000100445],[2.18446610000683],0,,,0,,,0,,,pilot,001,2025-12-05_13h00.36.052,faces_experiment,,2025.1.1,147.8489456955982,2025-12-05 13h00.39.237048 +0100,
faces/168_m_f_f_b.jpg,fear,1,1,0,0,,,0,,,1,[0.05614979998790659],[0.05615269998088479],0,,,0,,,0,,,0,1,1,65,2.4259065999940503,,2.409173699998064,2.4259065999940503,2.4259065999940503,2.4259065999940503,2.4259065999940503,2.4259065999940503,2.4259065999940503,2.4259065999940503,,2.482348899997305,0,,,fear,1,0,,,1,[0.05614979998790659],[0.05615269998088479],0,,,0,,,0,,,pilot,001,2025-12-05_13h00.36.052,faces_experiment,,2025.1.1,147.8489456955982,2025-12-05 13h00.39.237048 +0100,
faces/140_y_f_f_a.jpg,fear,2,2,0,0,,,0,,,1,[0.05412060001981445],[0.0541234000120312],0,,,0,,,0,,,0,2,2,52,2.5733588000002783,,2.5640649999841116,2.5733588000002783,2.5733588000002783,2.5733588000002783,2.5733588000002783,2.5733588000002783,2.5733588000002783,2.5733588000002783,,2.6277676000026986,0,,,fear,1,0,,,1,[0.05412060001981445],[0.0541234000120312],0,,,0,,,0,,,pilot,001,2025-12-05_13h00.36.052,faces_experiment,,2025.1.1,147.8489456955982,2025-12-05 13h00.39.237048 +0100,
faces/066_y_m_s_a.jpg,sadness,3,3,0,0,,,0,,,1,[0.04108920000726357],[0.04109240000252612],0,,,0,,,0,,,0,3,3,22,2.718556100007845,,2.706772000005003,2.718556100007845,2.718556100007845,2.718556100007845,2.718556100007845,2.718556100007845,2.718556100007845,2.718556100007845,,2.7599629999895114,0,,,fear,0,0,,,1,[0.04108920000726357],[0.04109240000252612],0,,,0,,,0,,,pilot,001,2025-12-05_13h00.36.052,faces_experiment,,2025.1.1,147.8489456955982,2025-12-05 13h00.39.237048 +0100,
faces/116_m_m_h_b.jpg,happiness,4,4,0,0,,,0,,,1,[0.0628316999936942],[0.06283480001729913],0,,,0,,,0,,,0,4,4,43,2.8499656000058167,,2.8377811000100337,2.8499656000058167,2.8499656000058167,2.8499656000058167,2.8499656000058167,2.8499656000058167,2.8499656000058167,2.8499656000058167,,2.9130671999882907,0,,,fear,0,0,,,1,[0.0628316999936942],[0.06283480001729913],0,,,0,,,0,,,pilot,001,2025-12-05_13h00.36.052,faces_experiment,,2025.1.1,147.8489456955982,2025-12-05 13h00.39.237048 +0100,
faces/079_o_f_f_a.jpg,fear,5,5,0,0,,,0,,,1,[0.055719500000122935],[0.05572299999766983],0,,,0,,,0,,,0,5,5,28,3.0090242000005674,,3.0007875000010245,3.0090242000005674,3.0090242000005674,3.0090242000005674,3.0090242000005674,3.0090242000005674,3.0090242000005674,3.0090242000005674,,3.0650653000047896,0,,,fear,1,0,,,1,[0.055719500000122935],[0.05572299999766983],0,,,0,,,0,,,pilot,001,2025-12-05_13h00.36.052,faces_experiment,,2025.1.1,147.8489456955982,2025-12-05 13h00.39.237048 +0100,
faces/079_o_f_n_b.jpg,neutrality,6,6,0,0,,,0,,,1,[0.06218420001096092],[0.06218730000546202],0,,,0,,,0,,,0,6,6,33,3.1623982999881264,,3.152366599999368,3.1623982999881264,3.1623982999881264,3.1623982999881264,3.1623982999881264,3.1623982999881264,3.1623982999881264,3.1623982999881264,,3.224895399995148,0,,,fear,0,0,,,1,[0.06218420001096092],[0.06218730000546202],0,,,0,,,0,,,pilot,001,2025-12-05_13h00.36.052,faces_experiment,,2025.1.1,147.8489456955982,2025-12-05 13h00.39.237048 +0100,
faces/004_o_m_s_a.jpg,sadness,7,7,0,0,,,0,,,1,[0.06223359997966327],[0.06223640000098385],0,,,0,,,0,,,0,7,7,10,3.3154955999925733,,3.306194700009655,3.3154955999925733,3.3154955999925733,3.3154955999925733,3.3154955999925733,3.3154955999925733,3.3154955999925733,3.3154955999925733,,3.3779974000062793,0,,,fear,0,0,,,1,[0.06223359997966327],[0.06223640000098385],0,,,0,,,0,,,pilot,001,2025-12-05_13h00.36.052,faces_experiment,,2025.1.1,147.8489456955982,2025-12-05 13h00.39.237048 +0100,
faces/004_o_m_h_a.jpg,happiness,8,8,0,0,,,0,,,1,[0.2759082999837119],[0.275911399978213],0,,,0,,,0,,,0,8,8,6,3.4695253999962006,,3.4593883999914397,3.4695253999962006,3.4695253999962006,3.4695253999962006,3.4695253999962006,3.4695253999962006,3.4695253999962006,3.4695253999962006,,3.74570249998942,0,,,fear,0,0,,,1,[0.2759082999837119],[0.275911399978213],0,,,0,,,0,,,pilot,001,2025-12-05_13h00.36.052,faces_experiment,,2025.1.1,147.8489456955982,2025-12-05 13h00.39.237048 +0100,
faces/066_y_m_d_b.jpg,disgust,9,9,0,0,,,0,,,1,[0.12139730001217686],[0.12139980000210926],0,,,0,,,0,,,0,9,9,15,3.8389535000023898,,3.8300252000044566,3.8389535000023898,3.8389535000023898,3.8389535000023898,3.8389535000023898,3.8389535000023898,3.8389535000023898,3.8389535000023898,,3.9606168000027537,0,,,fear,0,0,,,1,[0.12139730001217686],[0.12139980000210926],0,,,0,,,0,,,pilot,001,2025-12-05_13h00.36.052,faces_experiment,,2025.1.1,147.8489456955982,2025-12-05 13h00.39.237048 +0100,
faces/079_o_f_d_a.jpg,disgust,10,10,0,0,,,0,,,1,[0.04830799999763258],[0.04831109999213368],0,,,0,,,0,,,0,10,10,26,4.058570399996825,,4.049242000008235,4.058570399996825,4.058570399996825,4.058570399996825,4.058570399996825,4.058570399996825,4.058570399996825,4.058570399996825,,4.107168199989246,0,,,fear,0,0,,,1,[0.04830799999763258],[0.04831109999213368],0,,,0,,,0,,,pilot,001,2025-12-05_13h00.36.052,faces_experiment,,2025.1.1,147.8489456955982,2025-12-05 13h00.39.237048 +0100,
