image_file,correct_emotion,thisN,thisTrialN,thisRepN,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,btn_anger.numClicks,btn_anger.timesOn,btn_anger.timesOff,thisRow.t,notes,introduction.started,introduction_text.started,btn_start.started,introduction.stopped,btn_start.numClicks,btn_start.timesOn,btn_start.timesOff,trial.started,imageStim.started,btn_anger.started,btn_disgust.started,btn_fear.started,btn_happiness.started,btn_neutrality.started,btn_sadness.started,mouse.started,trial.stopped,trials.btn_anger.numClicks,trials.btn_anger.timesOn,trials.btn_anger.timesOff,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,0.010525499994400889,0.014177700009895489,0.014177700009895489,4.5654689999937546,1,[4.551143399992725],[4.5511474999948405],,,,,,,,,,,,,,470117,001,2025-12-05_15h56.22.280,faces_experiment,,2025.1.1,134.2150366739482,2025-12-05 15h56.24.707525 +0100,
faces/140_y_f_n_b.jpg,neutrality,0,0,0,0,0,0,57,,,,4.689831600000616,,,,,,,,,4.667711899994174,4.689831600000616,4.689831600000616,4.689831600000616,4.689831600000616,4.689831600000616,4.689831600000616,4.689831600000616,0.10220539997681044,4.740205400012201,0,,,,,,,,,,,
